location_id,location_name,latitude,longitude,date,no2_valid_pixels,no2_mean,no2_std,no2_min,no2_max,no2_median,co_valid_pixels,co_mean,co_std,co_min,co_max,co_median,so2_valid_pixels,so2_mean,so2_std,so2_min,so2_max,so2_median,aer_ai_340_380_valid_pixels,aer_ai_340_380_mean,aer_ai_340_380_std,aer_ai_340_380_min,aer_ai_340_380_max,aer_ai_340_380_median,s2_valid_pixels,ndvi_mean,ndvi_std,ndvi_min,ndvi_max,ndvi_median,ndbi_mean,ndbi_std,ndbi_min,ndbi_max,ndbi_median,ndwi_mean,ndwi_std,ndwi_min,ndwi_max,ndwi_median
6123215,OceanPark,20.9933,105.9441,2024-01-29,0,,,,,,4,0.05374348908662796,0.0002062507119262591,0.053624413907527924,0.054100729525089264,0.053624413907527924,0,,,,,,156,0.06303669512271881,0.29672396183013916,-0.537519633769989,0.7758122682571411,0.06564626097679138,0,,,,,,,,,,,,,,,
6123215,OceanPark,20.9933,105.9441,2024-01-30,0,,,,,,6,0.049500707536935806,0.001255526440218091,0.0485832653939724,0.05127595737576485,0.048642903566360474,0,,,,,,156,0.026422133669257164,0.25241249799728394,-0.7758619785308838,0.41595855355262756,0.0703241378068924,0,,,,,,,,,,,,,,,
6123215,OceanPark,20.9933,105.9441,2024-01-31,0,,,,,,34,0.049922436475753784,0.003735833801329136,0.04406958445906639,0.05739651620388031,0.04919636622071266,0,,,,,,156,-0.6697385907173157,0.3232906460762024,-1.4609334468841553,0.19881193339824677,-0.7117168307304382,0,,,,,,,,,,,,,,,
6123215,OceanPark,20.9933,105.9441,2024-02-01,0,,,,,,21,0.04039378836750984,0.0016184813575819135,0.03899095207452774,0.043957214802503586,0.04028376191854477,0,,,,,,156,-0.4424697160720825,0.36741721630096436,-1.737592339515686,0.3328774869441986,-0.39784425497055054,0,,,,,,,,,,,,,,,
6123215,OceanPark,20.9933,105.9441,2024-02-02,8,8.461793913738802e-05,1.8435222955304198e-05,4.616819933289662e-05,0.00010162730177398771,9.0899491624441e-05,156,0.04134640097618103,0.001829594257287681,0.0368637815117836,0.04676106944680214,0.04174923896789551,15,1.6912030332605354e-05,0.00026347028324380517,-0.0003941501199733466,0.00042071251664310694,1.0748413842520677e-05,148,-0.07928645610809326,0.6079638004302979,-1.1531445980072021,1.1983864307403564,-0.2035057246685028,46161,0.033231884241104126,0.04638834670186043,-0.27460792660713196,0.4278721213340759,0.02538972534239292,-0.04158082604408264,0.06380090117454529,-0.45687949657440186,0.4032946228981018,-0.039232105016708374,-0.02237623557448387,0.026829281821846962,-0.3536418378353119,0.2370867133140564,-0.019377561286091805
6123215,OceanPark,20.9933,105.9441,2024-02-03,0,,,,,,12,0.040877312421798706,0.0005006411229260266,0.0403212234377861,0.04153487831354141,0.0407758392393589,0,,,,,,156,0.7143014073371887,0.4355628788471222,-0.5501663684844971,1.5260672569274902,0.7627049088478088,0,,,,,,,,,,,,,,,
6123215,OceanPark,20.9933,105.9441,2024-02-04,119,5.450706521514803e-05,2.802812377922237e-05,2.184137156291399e-05,0.00018836560775525868,4.400290345074609e-05,147,0.0445854626595974,0.0027244186494499445,0.03980980068445206,0.05276228114962578,0.044030603021383286,141,1.8572847693576477e-05,0.00016482248611282557,-0.00044788361992686987,0.0005087632453069091,1.4458780242421199e-05,156,-0.4732285439968109,0.34801608324050903,-0.983427882194519,0.8423219919204712,-0.5573757886886597,0,,,,,,,,,,,,,,,
6123215,OceanPark,20.9933,105.9441,2024-02-05,64,5.676510772900656e-05,1.8685923350858502e-05,3.4511936974013224e-05,0.000124837490147911,5.363903983379714e-05,155,0.04296179115772247,0.0024796160869300365,0.037235651165246964,0.04705246165394783,0.04331473633646965,111,3.7927329685771838e-06,0.00012393627548590302,-0.00037543202051892877,0.0004154573834966868,-2.6963004984281724e-06,156,-0.9962011575698853,0.45137426257133484,-1.9056363105773926,0.3574209213256836,-1.00752854347229,0,,,,,,,,,,,,,,,
6123215,OceanPark,20.9933,105.9441,2024-02-06,0,,,,,,68,0.04110829159617424,0.003774776356294751,0.03437516465783119,0.04664246737957001,0.042342331260442734,0,,,,,,156,-0.0583115890622139,0.34143710136413574,-1.3837084770202637,0.7403731346130371,-0.05364241451025009,0,,,,,,,,,,,,,,,
6123215,OceanPark,20.9933,105.9441,2024-02-07,0,,,,,,2,0.04357452690601349,0.0002873223274946213,0.04328720644116402,0.04386185109615326,0.04357452690601349,0,,,,,,156,0.39360761642456055,0.0981392189860344,-0.010542906820774078,0.6345983743667603,0.3774526119232178,46161,-0.004408795852214098,0.009744219481945038,-0.07856690138578415,0.03711555898189545,-0.0035618797410279512,-0.13699421286582947,0.03333830088376999,-0.29046958684921265,-0.06606259942054749,-0.1286182701587677,0.0061808060854673386,0.011334504000842571,-0.02698412723839283,0.07958701997995377,0.004763948731124401
