location_id,location_name,latitude,longitude,date,no2_valid_pixels,no2_mean,no2_std,no2_min,no2_max,no2_median,co_valid_pixels,co_mean,co_std,co_min,co_max,co_median,so2_valid_pixels,so2_mean,so2_std,so2_min,so2_max,so2_median,aer_ai_340_380_valid_pixels,aer_ai_340_380_mean,aer_ai_340_380_std,aer_ai_340_380_min,aer_ai_340_380_max,aer_ai_340_380_median,s2_valid_pixels,ndvi_mean,ndvi_std,ndvi_min,ndvi_max,ndvi_median,ndbi_mean,ndbi_std,ndbi_min,ndbi_max,ndbi_median,ndwi_mean,ndwi_std,ndwi_min,ndwi_max,ndwi_median
4946812,Công viên Nhân Chính - Khuất Duy Tiến,21.0031,105.79470000000002,2024-01-29,0,,,,,,3,0.053624410182237625,3.725290298461914e-09,0.053624413907527924,0.053624413907527924,0.053624413907527924,0,,,,,,156,0.08615688234567642,0.31035465002059937,-0.7647085189819336,0.8485254645347595,0.10503950715065002,0,,,,,,,,,,,,,,,
4946812,Công viên Nhân Chính - Khuất Duy Tiến,21.0031,105.79470000000002,2024-01-30,0,,,,,,7,0.0483512319624424,0.0005955944070592523,0.047135476022958755,0.04903250187635422,0.0485832653939724,0,,,,,,156,0.1292339414358139,0.20876185595989227,-0.42306143045425415,0.6509379744529724,0.13501858711242676,0,,,,,,,,,,,,,,,
4946812,Công viên Nhân Chính - Khuất Duy Tiến,21.0031,105.79470000000002,2024-01-31,0,,,,,,28,0.04945474863052368,0.003576708259060979,0.04406958445906639,0.05739651620388031,0.048262037336826324,0,,,,,,156,-0.7130392789840698,0.3272149860858917,-1.4609334468841553,0.1426599770784378,-0.7501380443572998,0,,,,,,,,,,,,,,,
4946812,Công viên Nhân Chính - Khuất Duy Tiến,21.0031,105.79470000000002,2024-02-01,0,,,,,,14,0.04108693450689316,0.001215911004692316,0.039089638739824295,0.043058130890131,0.04095393791794777,0,,,,,,156,-0.4066086411476135,0.40382781624794006,-1.8135724067687988,0.3328774869441986,-0.3210809826850891,0,,,,,,,,,,,,,,,
4946812,Công viên Nhân Chính - Khuất Duy Tiến,21.0031,105.79470000000002,2024-02-02,12,6.75926567055285e-05,2.8539789127535187e-05,2.5226041543646716e-05,0.00010162730177398771,7.523573003709316e-05,156,0.04152525216341019,0.0019725554157048464,0.03538773953914642,0.04676106944680214,0.04174923896789551,28,6.240515358513221e-05,0.00030132371466606855,-0.000569839496165514,0.0005691606784239411,4.70545346615836e-05,149,0.35686683654785156,0.6772687435150146,-0.9045701026916504,1.5665466785430908,0.3959602415561676,45954,-0.009407605975866318,0.012724707834422588,-0.12395866960287094,0.08610877394676208,-0.009148860350251198,-0.02615991421043873,0.021608108654618263,-0.20533445477485657,0.13268275558948517,-0.02471212111413479,0.004636966623365879,0.009612364694476128,-0.03363131359219551,0.06167139112949371,0.0036363776307553053
4946812,Công viên Nhân Chính - Khuất Duy Tiến,21.0031,105.79470000000002,2024-02-03,0,,,,,,30,0.04359909147024155,0.0022113220766186714,0.0403212234377861,0.04617217183113098,0.044839031994342804,2,-9.398843394592404e-05,2.561153087299317e-05,-0.00011959996481891721,-6.837690307293087e-05,-9.398843394592404e-05,156,0.6840736269950867,0.5303248763084412,-0.5764107704162598,2.0304577350616455,0.7521446943283081,0,,,,,,,,,,,,,,,
4946812,Công viên Nhân Chính - Khuất Duy Tiến,21.0031,105.79470000000002,2024-02-04,140,5.057746602687985e-05,2.671345282578841e-05,1.9378809156478383e-05,0.00018836560775525868,4.291633013053797e-05,151,0.045167602598667145,0.0026490786112844944,0.040560927242040634,0.05276228114962578,0.04511247202754021,154,8.842592251312453e-06,0.00016525051614735276,-0.00044788361992686987,0.00042757976916618645,1.8366497442912078e-06,156,-0.5392950773239136,0.22721008956432343,-1.020050287246704,0.11293777823448181,-0.5599747896194458,0,,,,,,,,,,,,,,,
4946812,Công viên Nhân Chính - Khuất Duy Tiến,21.0031,105.79470000000002,2024-02-05,87,5.847085049026646e-05,1.7128901163232513e-05,3.4511936974013224e-05,0.000124837490147911,5.542230428545736e-05,156,0.04350559040904045,0.0029391434509307146,0.037235651165246964,0.050822317600250244,0.043806467205286026,134,2.2055310182622634e-05,0.00015216649626381695,-0.0004884815425612032,0.00044533569598570466,1.3173449588066433e-05,156,-1.0284956693649292,0.4516584277153015,-1.8306050300598145,0.3758969008922577,-1.0681536197662354,0,,,,,,,,,,,,,,,
4946812,Công viên Nhân Chính - Khuất Duy Tiến,21.0031,105.79470000000002,2024-02-06,0,,,,,,86,0.04236719757318497,0.0038887630216777325,0.034610070288181305,0.04736790060997009,0.04362807795405388,2,6.386354925780324e-06,0.0,6.386354925780324e-06,6.386354925780324e-06,6.386354925780324e-06,156,-0.0020615411922335625,0.5399888753890991,-2.5610787868499756,1.2003988027572632,0.022469673305749893,0,,,,,,,,,,,,,,,
4946812,Công viên Nhân Chính - Khuất Duy Tiến,21.0031,105.79470000000002,2024-02-07,0,,,,,,10,0.043517064303159714,0.0002815172483678907,0.04328720644116402,0.04386185109615326,0.04328720644116402,0,,,,,,156,0.4196024239063263,0.142981618642807,-0.07479508966207504,0.7108537554740906,0.39712730050086975,45954,-0.009063971228897572,0.01229599118232727,-0.12033182382583618,0.0681375116109848,-0.007640861440449953,-0.1607731431722641,0.0418020598590374,-0.3987673819065094,-0.045614730566740036,-0.15110573172569275,0.010535761713981628,0.01156641636043787,-0.02200491726398468,0.08357338607311249,0.008583671413362026
4946812,Công viên Nhân Chính - Khuất Duy Tiến,21.0031,105.79470000000002,2024-02-08,0,,,,,,0,,,,,,0,,,,,,156,0.6358307003974915,0.07953755557537079,0.5062943696975708,0.929644763469696,0.6190897226333618,0,,,,,,,,,,,,,,,
4946812,Công viên Nhân Chính - Khuất Duy Tiến,21.0031,105.79470000000002,2024-02-09,0,,,,,,2,0.061979539692401886,0.0,0.061979539692401886,0.061979539692401886,0.061979539692401886,0,,,,,,156,0.44692865014076233,0.18196327984333038,-0.23495477437973022,0.8179824352264404,0.46988600492477417,0,,,,,,,,,,,,,,,
4946812,Công viên Nhân Chính - Khuất Duy Tiến,21.0031,105.79470000000002,2024-02-10,106,2.789632708299905e-05,8.248371159425005e-06,1.1369757885404397e-05,5.4716972954338416e-05,2.7349029551260173e-05,123,0.06786941736936569,0.003708783769980073,0.06023920327425003,0.07623811066150665,0.06740109622478485,136,3.279086286056554e-06,0.00024687990662641823,-0.0007672070059925318,0.0006139509496279061,-8.31465695227962e-06,156,-0.7228780388832092,0.3240914046764374,-1.6712470054626465,0.2066764384508133,-0.7445286512374878,0,,,,,,,,,,,,,,,
4946812,Công viên Nhân Chính - Khuất Duy Tiến,21.0031,105.79470000000002,2024-02-11,154,2.7446450985735282e-05,8.687962690601125e-06,9.279621735913679e-06,4.3990625272272155e-05,2.7728863642551005e-05,75,0.06435450166463852,0.004033474717289209,0.05763959884643555,0.07369311898946762,0.06305311620235443,156,0.00012544752098619938,0.0002886662259697914,-0.0005190504598431289,0.001034434768371284,0.00010822041076608002,156,-0.8667737245559692,0.1261073648929596,-1.3830468654632568,-0.6392252445220947,-0.8475868701934814,0,,,,,,,,,,,,,,,
4946812,Công viên Nhân Chính - Khuất Duy Tiến,21.0031,105.79470000000002,2024-02-12,155,6.156490417197347e-05,3.0188855816959403e-05,2.3105627406039275e-05,0.00016643601702526212,5.032270200899802e-05,146,0.0560937374830246,0.0017818579217419028,0.04872989282011986,0.06121686100959778,0.056046146899461746,156,0.0001621798874111846,0.00031217283685691655,-0.000675446295645088,0.0009811274940147996,0.00019886394147761166,156,-0.261503130197525,0.19140206277370453,-0.7700198292732239,0.07755597680807114,-0.21270377933979034,45954,0.25949227809906006,0.18443426489830017,-0.23273509740829468,0.8082469701766968,0.2178666889667511,0.020562095567584038,0.15737967193126678,-0.600333571434021,0.5283583402633667,0.02741696685552597,-0.25899842381477356,0.17485827207565308,-0.6997373104095459,0.3535003364086151,-0.25207021832466125
4946812,Công viên Nhân Chính - Khuất Duy Tiến,21.0031,105.79470000000002,2024-02-13,42,5.883318226551637e-05,1.8202514183940366e-05,2.8845801352872513e-05,8.776500180829316e-05,5.776706893811934e-05,103,0.05826668441295624,0.001790272886864841,0.05327682942152023,0.06130966171622276,0.05844425782561302,107,-6.03245098318439e-06,0.00019588481518439949,-0.0005002081161364913,0.0004916645702905953,-1.3387214494287036e-05,156,0.9750229120254517,0.2777087092399597,0.36592647433280945,1.633605718612671,0.9439532160758972,0,,,,,,,,,,,,,,,
4946812,Công viên Nhân Chính - Khuất Duy Tiến,21.0031,105.79470000000002,2024-02-14,0,,,,,,0,,,,,,0,,,,,,156,0.48380112648010254,0.273754358291626,-0.5441001057624817,1.1156030893325806,0.4680424928665161,0,,,,,,,,,,,,,,,
