datetime_utc,location_id,location_name,latitude,longitude,CO mass µg/m³,NO₂ mass µg/m³,O₃ mass µg/m³,PM2.5 µg/m³,SO₂ mass µg/m³,date,no2_valid_pixels,no2_mean,no2_std,no2_min,no2_max,no2_median,co_valid_pixels,co_mean,co_std,co_min,co_max,co_median,so2_valid_pixels,so2_mean,so2_std,so2_min,so2_max,so2_median,aer_ai_340_380_valid_pixels,aer_ai_340_380_mean,aer_ai_340_380_std,aer_ai_340_380_min,aer_ai_340_380_max,aer_ai_340_380_median,s2_valid_pixels,ndvi_mean,ndvi_std,ndvi_min,ndvi_max,ndvi_median,ndbi_mean,ndbi_std,ndbi_min,ndbi_max,ndbi_median,ndwi_mean,ndwi_std,ndwi_min,ndwi_max,ndwi_median
2025-11-08 07:00:00+00:00,6123215,OceanPark,20.9933,105.9441,,,,19.45862499078115,,2025-11-08,0,,,,,,150,0.03729766979813576,0.0026331429835408926,0.03381055220961571,0.04353715106844902,0.0360892154276371,59,-5.627172413369408e-06,0.00010590196325210854,-0.0002600427542347461,0.0001583490229677409,2.1599025785690174e-05,156,-0.8246598839759827,0.6357852220535278,-2.222363233566284,0.4902815520763397,-0.9673543572425842,46161,-0.011632096953690052,0.014635826461017132,-0.1217755600810051,0.06840381771326065,-0.010493154637515545,-0.1851133555173874,0.02951839193701744,-0.30300959944725037,-0.010342547670006752,-0.1872052252292633,0.020191501826047897,0.006288732867687941,-0.016190100461244583,0.06149289384484291,0.020072035491466522
2025-11-08 08:00:00+00:00,6123215,OceanPark,20.9933,105.9441,,,,15.690041661262512,,2025-11-08,0,,,,,,150,0.03729766979813576,0.0026331429835408926,0.03381055220961571,0.04353715106844902,0.0360892154276371,59,-5.627172413369408e-06,0.00010590196325210854,-0.0002600427542347461,0.0001583490229677409,2.1599025785690174e-05,156,-0.8246598839759827,0.6357852220535278,-2.222363233566284,0.4902815520763397,-0.9673543572425842,46161,-0.011632096953690052,0.014635826461017132,-0.1217755600810051,0.06840381771326065,-0.010493154637515545,-0.1851133555173874,0.02951839193701744,-0.30300959944725037,-0.010342547670006752,-0.1872052252292633,0.020191501826047897,0.006288732867687941,-0.016190100461244583,0.06149289384484291,0.020072035491466522
2025-11-08 09:00:00+00:00,6123215,OceanPark,20.9933,105.9441,,,,10.590458321571347,,2025-11-08,0,,,,,,150,0.03729766979813576,0.0026331429835408926,0.03381055220961571,0.04353715106844902,0.0360892154276371,59,-5.627172413369408e-06,0.00010590196325210854,-0.0002600427542347461,0.0001583490229677409,2.1599025785690174e-05,156,-0.8246598839759827,0.6357852220535278,-2.222363233566284,0.4902815520763397,-0.9673543572425842,46161,-0.011632096953690052,0.014635826461017132,-0.1217755600810051,0.06840381771326065,-0.010493154637515545,-0.1851133555173874,0.02951839193701744,-0.30300959944725037,-0.010342547670006752,-0.1872052252292633,0.020191501826047897,0.006288732867687941,-0.016190100461244583,0.06149289384484291,0.020072035491466522
2025-11-08 10:00:00+00:00,6123215,OceanPark,20.9933,105.9441,,,,18.38016667366028,,2025-11-08,0,,,,,,150,0.03729766979813576,0.0026331429835408926,0.03381055220961571,0.04353715106844902,0.0360892154276371,59,-5.627172413369408e-06,0.00010590196325210854,-0.0002600427542347461,0.0001583490229677409,2.1599025785690174e-05,156,-0.8246598839759827,0.6357852220535278,-2.222363233566284,0.4902815520763397,-0.9673543572425842,46161,-0.011632096953690052,0.014635826461017132,-0.1217755600810051,0.06840381771326065,-0.010493154637515545,-0.1851133555173874,0.02951839193701744,-0.30300959944725037,-0.010342547670006752,-0.1872052252292633,0.020191501826047897,0.006288732867687941,-0.016190100461244583,0.06149289384484291,0.020072035491466522
2025-11-08 11:00:00+00:00,6123215,OceanPark,20.9933,105.9441,,,,30.03154157797495,,2025-11-08,0,,,,,,150,0.03729766979813576,0.0026331429835408926,0.03381055220961571,0.04353715106844902,0.0360892154276371,59,-5.627172413369408e-06,0.00010590196325210854,-0.0002600427542347461,0.0001583490229677409,2.1599025785690174e-05,156,-0.8246598839759827,0.6357852220535278,-2.222363233566284,0.4902815520763397,-0.9673543572425842,46161,-0.011632096953690052,0.014635826461017132,-0.1217755600810051,0.06840381771326065,-0.010493154637515545,-0.1851133555173874,0.02951839193701744,-0.30300959944725037,-0.010342547670006752,-0.1872052252292633,0.020191501826047897,0.006288732867687941,-0.016190100461244583,0.06149289384484291,0.020072035491466522
2025-11-08 12:00:00+00:00,6123215,OceanPark,20.9933,105.9441,,,,46.57504164377848,,2025-11-08,0,,,,,,150,0.03729766979813576,0.0026331429835408926,0.03381055220961571,0.04353715106844902,0.0360892154276371,59,-5.627172413369408e-06,0.00010590196325210854,-0.0002600427542347461,0.0001583490229677409,2.1599025785690174e-05,156,-0.8246598839759827,0.6357852220535278,-2.222363233566284,0.4902815520763397,-0.9673543572425842,46161,-0.011632096953690052,0.014635826461017132,-0.1217755600810051,0.06840381771326065,-0.010493154637515545,-0.1851133555173874,0.02951839193701744,-0.30300959944725037,-0.010342547670006752,-0.1872052252292633,0.020191501826047897,0.006288732867687941,-0.016190100461244583,0.06149289384484291,0.020072035491466522
2025-11-08 13:00:00+00:00,6123215,OceanPark,20.9933,105.9441,,,,43.31083348592122,,2025-11-08,0,,,,,,150,0.03729766979813576,0.0026331429835408926,0.03381055220961571,0.04353715106844902,0.0360892154276371,59,-5.627172413369408e-06,0.00010590196325210854,-0.0002600427542347461,0.0001583490229677409,2.1599025785690174e-05,156,-0.8246598839759827,0.6357852220535278,-2.222363233566284,0.4902815520763397,-0.9673543572425842,46161,-0.011632096953690052,0.014635826461017132,-0.1217755600810051,0.06840381771326065,-0.010493154637515545,-0.1851133555173874,0.02951839193701744,-0.30300959944725037,-0.010342547670006752,-0.1872052252292633,0.020191501826047897,0.006288732867687941,-0.016190100461244583,0.06149289384484291,0.020072035491466522
2025-11-08 14:00:00+00:00,6123215,OceanPark,20.9933,105.9441,,,,41.0410416285197,,2025-11-08,0,,,,,,150,0.03729766979813576,0.0026331429835408926,0.03381055220961571,0.04353715106844902,0.0360892154276371,59,-5.627172413369408e-06,0.00010590196325210854,-0.0002600427542347461,0.0001583490229677409,2.1599025785690174e-05,156,-0.8246598839759827,0.6357852220535278,-2.222363233566284,0.4902815520763397,-0.9673543572425842,46161,-0.011632096953690052,0.014635826461017132,-0.1217755600810051,0.06840381771326065,-0.010493154637515545,-0.1851133555173874,0.02951839193701744,-0.30300959944725037,-0.010342547670006752,-0.1872052252292633,0.020191501826047897,0.006288732867687941,-0.016190100461244583,0.06149289384484291,0.020072035491466522
2025-11-08 15:00:00+00:00,6123215,OceanPark,20.9933,105.9441,,,,52.88383305867513,,2025-11-08,0,,,,,,150,0.03729766979813576,0.0026331429835408926,0.03381055220961571,0.04353715106844902,0.0360892154276371,59,-5.627172413369408e-06,0.00010590196325210854,-0.0002600427542347461,0.0001583490229677409,2.1599025785690174e-05,156,-0.8246598839759827,0.6357852220535278,-2.222363233566284,0.4902815520763397,-0.9673543572425842,46161,-0.011632096953690052,0.014635826461017132,-0.1217755600810051,0.06840381771326065,-0.010493154637515545,-0.1851133555173874,0.02951839193701744,-0.30300959944725037,-0.010342547670006752,-0.1872052252292633,0.020191501826047897,0.006288732867687941,-0.016190100461244583,0.06149289384484291,0.020072035491466522
2025-11-08 16:00:00+00:00,6123215,OceanPark,20.9933,105.9441,,,,55.60620873769125,,2025-11-08,0,,,,,,150,0.03729766979813576,0.0026331429835408926,0.03381055220961571,0.04353715106844902,0.0360892154276371,59,-5.627172413369408e-06,0.00010590196325210854,-0.0002600427542347461,0.0001583490229677409,2.1599025785690174e-05,156,-0.8246598839759827,0.6357852220535278,-2.222363233566284,0.4902815520763397,-0.9673543572425842,46161,-0.011632096953690052,0.014635826461017132,-0.1217755600810051,0.06840381771326065,-0.010493154637515545,-0.1851133555173874,0.02951839193701744,-0.30300959944725037,-0.010342547670006752,-0.1872052252292633,0.020191501826047897,0.006288732867687941,-0.016190100461244583,0.06149289384484291,0.020072035491466522
