location_id,location_name,latitude,longitude,date,no2_valid_pixels,no2_mean,no2_std,no2_min,no2_max,no2_median,co_valid_pixels,co_mean,co_std,co_min,co_max,co_median,so2_valid_pixels,so2_mean,so2_std,so2_min,so2_max,so2_median,aer_ai_340_380_valid_pixels,aer_ai_340_380_mean,aer_ai_340_380_std,aer_ai_340_380_min,aer_ai_340_380_max,aer_ai_340_380_median,s2_valid_pixels,ndvi_mean,ndvi_std,ndvi_min,ndvi_max,ndvi_median,ndbi_mean,ndbi_std,ndbi_min,ndbi_max,ndbi_median,ndwi_mean,ndwi_std,ndwi_min,ndwi_max,ndwi_median,day_of_week,month,day_of_year
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2024-10-12,50,5.755207166657783e-05,1.637293644307647e-05,3.098835804848932e-05,0.00011022677063010633,5.50472286704462e-05,135.0,0.0477166622877121,0.004464938770979643,0.03830884397029877,0.059539053589105606,0.047360509634017944,105.0,2.6826523026102223e-05,9.990460239350796e-05,-0.00018483641906641424,0.0003423214075155556,2.6678309950511903e-05,156,-1.1699880361557007,0.587296187877655,-2.0678818225860596,1.0132718086242676,-1.3205429315567017,0,,,,,,,,,,,,,,,,5,10,286
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2024-10-13,32,5.0354632548987865e-05,1.25626156659564e-05,3.352090425323695e-05,8.249535312643275e-05,4.935883771395311e-05,115.0,0.04536375403404236,0.004530052654445171,0.03601597994565964,0.05813293904066086,0.04479193314909935,78.0,3.9626880607102066e-05,0.00011041858670068905,-0.0001814496354199946,0.0002919398248195648,2.4774373741820455e-05,156,-1.648779034614563,0.7439831495285034,-2.9562325477600098,0.4115004539489746,-1.8001261949539185,0,,,,,,,,,,,,,,,,6,10,287
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2024-10-14,40,5.721001798519865e-05,2.25543808483053e-05,3.776212179218419e-05,0.00013300168211571872,4.907857874059118e-05,154.0,0.047164272516965866,0.0029754755087196827,0.040512584149837494,0.05346929281949997,0.04693540930747986,156.0,5.916528607485816e-05,0.00013760410365648568,-0.0002799757057800889,0.0005132442456670105,3.4649783628992736e-05,156,-1.0846773386001587,0.31165608763694763,-1.7796601057052612,-0.5432520508766174,-1.0207700729370117,45954,0.002886403352022171,0.13561351597309113,-0.5480448603630066,0.7858495712280273,-0.02322276309132576,0.054458968341350555,0.15009430050849915,-0.5470004081726074,0.6338228583335876,0.03371819108724594,0.017516473308205605,0.13153547048568726,-0.6660736203193665,0.6018998622894287,0.042364880442619324,0,10,288
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2024-10-15,3,4.8630052333464846e-05,1.4761149941477925e-05,3.819234188995324e-05,6.950546958250925e-05,3.819234188995324e-05,156.0,0.039910897612571716,0.0023933746851980686,0.034952230751514435,0.04753376916050911,0.03930293396115303,15.0,0.0001466818357584998,0.0001969209552044049,-0.00019729361520148814,0.0004304967587813735,0.00016339060675818473,145,0.10958027839660645,0.9775482416152954,-1.2084884643554688,3.9565773010253906,-0.16331730782985687,0,,,,,,,,,,,,,,,,1,10,289
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2024-10-16,0,,,,,,50.0,0.040353626012802124,0.001454859972000122,0.03816929832100868,0.04266700893640518,0.040575459599494934,28.0,2.1398382159532048e-05,0.00011882712715305388,-0.0002711499691940844,0.00021261897927615792,5.3051964641781524e-05,156,-0.30249258875846863,0.42365482449531555,-1.6739393472671509,0.5095640420913696,-0.2930149435997009,0,,,,,,,,,,,,,,,,2,10,290
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2024-10-17,81,6.36367331026122e-05,1.5115874703042209e-05,3.471483796602115e-05,0.00011548317706910893,6.34398456895724e-05,153.0,0.04336431995034218,0.0036002034321427345,0.03710951656103134,0.051472391933202744,0.043033115565776825,125.0,4.640345287043601e-05,0.00011558376718312502,-0.0003313837805762887,0.00040486245416104794,3.66618660336826e-05,156,-0.9632652401924133,0.5241644382476807,-1.6410627365112305,1.1286054849624634,-1.0885989665985107,0,,,,,,,,,,,,,,,,3,10,291
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2024-10-18,97,8.97336212801747e-05,5.077572859590873e-05,3.425186514505185e-05,0.0002553095109760761,7.169862510636449e-05,151.0,0.04051613807678223,0.0039920499548316,0.03124978020787239,0.05022535100579262,0.04067877307534218,133.0,4.01844154112041e-05,0.00012674178287852556,-0.00034085410879924893,0.00043550340342335403,4.182834891253151e-05,156,-1.5977368354797363,0.41145169734954834,-2.2471096515655518,-0.024326248094439507,-1.6584908962249756,0,,,,,,,,,,,,,,,,4,10,292
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2024-10-19,29,5.426930511021055e-05,1.4557371287082788e-05,3.531510446919128e-05,8.216168498620391e-05,5.120596324559301e-05,126.0,0.0357382632791996,0.0037998268380761147,0.0270876195281744,0.043942391872406006,0.0364871472120285,88.0,4.4746757339453325e-05,0.00011803512461483479,-0.00020729909010697156,0.0005058463430032134,4.5970613427925855e-05,156,-1.8461276292800903,0.6415085196495056,-3.187962293624878,-0.282119482755661,-1.8328518867492676,45954,0.15285757184028625,0.20102377235889435,-0.56318598985672,0.8671827912330627,0.10183438658714294,0.06827562302350998,0.1710359901189804,-0.5359042286872864,0.7276543378829956,0.05954259634017944,-0.1531626582145691,0.19505728781223297,-0.7461259961128235,0.6666374206542969,-0.14170148968696594,5,10,293
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2024-10-20,2,5.774257078883238e-05,0.0,5.774257078883238e-05,5.774257078883238e-05,5.774257078883238e-05,156.0,0.0387687012553215,0.0025743746664375067,0.034210022538900375,0.04339240491390228,0.03853953629732132,151.0,2.5977207769756205e-05,0.00014868294238112867,-0.0003485483175609261,0.0005248020752333105,2.3850472643971443e-05,156,-0.7878700494766235,0.22911851108074188,-1.3937617540359497,-0.26248446106910706,-0.7596224546432495,0,,,,,,,,,,,,,,,,6,10,294
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2024-10-21,0,,,,,,0.0,,,,,,0.0,,,,,,156,0.617931067943573,0.4215317964553833,0.23081277310848236,1.9089120626449585,0.43095260858535767,0,,,,,,,,,,,,,,,,0,10,295
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2024-10-22,141,4.771874955622479e-05,1.1540996638359502e-05,1.8273651221534237e-05,7.551274757133797e-05,4.8147168854484335e-05,156.0,0.04036436975002289,0.0018276976188644767,0.034121882170438766,0.04498860612511635,0.04013046249747276,153.0,4.689983688876964e-05,0.00011152232764288783,-0.00019111151050310582,0.000355366850271821,4.8929203330772e-05,156,-0.9321265816688538,0.24056963622570038,-1.3369206190109253,0.26753124594688416,-0.9633236527442932,0,,,,,,,,,,,,,,,,1,10,296
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2024-10-23,99,4.3705480493372306e-05,9.507849426881876e-06,2.196713467128575e-05,7.193123019533232e-05,4.347883441369049e-05,108.0,0.04369676858186722,0.002185216173529625,0.038658108562231064,0.0491957850754261,0.04341763257980347,105.0,6.186671816976741e-05,0.000146813370520249,-0.00023918799706734717,0.0004122330865357071,6.946924258954823e-05,156,-0.886448323726654,0.652488112449646,-2.4273219108581543,0.9743881821632385,-0.9213483333587646,0,,,,,,,,,,,,,,,,2,10,297
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2024-10-24,156,5.973844963591546e-05,1.5084739061421715e-05,1.8064756659441628e-05,9.751909965416417e-05,6.0560596466530114e-05,86.0,0.038751401007175446,0.004485046025365591,0.03174302726984024,0.049042731523513794,0.03823312371969223,156.0,1.9741946744034067e-05,0.00020071140897925943,-0.00037622760282829404,0.0006914603873156011,9.26825396163622e-06,156,-1.5612536668777466,0.2667672336101532,-2.202742099761963,-0.9300153851509094,-1.5763864517211914,45954,0.25374001264572144,0.11274949461221695,-0.00396999716758728,0.7189680933952332,0.21773970127105713,0.0030721791554242373,0.10501281172037125,-0.36451810598373413,0.34328287839889526,0.006762072443962097,-0.27722108364105225,0.09220156073570251,-0.6323705315589905,0.07948213815689087,-0.2606654763221741,3,10,298
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2024-10-25,90,8.158849959727377e-05,2.1071267838124186e-05,3.995226870756596e-05,0.00013647612649947405,7.568708679173142e-05,0.0,,,,,,156.0,5.621620221063495e-05,0.0002792509621940553,-0.0007686570752412081,0.0006522373878397048,6.73262620694004e-05,156,-1.6252433061599731,0.26828810572624207,-2.2277393341064453,-1.1841356754302979,-1.617929458618164,0,,,,,,,,,,,,,,,,4,10,299
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2024-10-26,150,4.787405487149954e-05,1.417348630639026e-05,1.4148640730127227e-05,8.796215843176469e-05,4.763384640682489e-05,0.0,,,,,,156.0,0.0002837558859027922,0.0009659143397584558,-0.0024373382329940796,0.0027890196070075035,0.00021152642148081213,156,0.9490299820899963,0.34656938910484314,0.500643789768219,1.8982656002044678,0.8253301382064819,0,,,,,,,,,,,,,,,,5,10,300
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2024-10-27,0,,,,,,0.0,,,,,,0.0,,,,,,156,0.08659789711236954,0.20757539570331573,-0.6468957662582397,0.4655624330043793,0.08361653238534927,0,,,,,,,,,,,,,,,,6,10,301
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2024-10-28,0,,,,,,1.0,0.04686438664793968,0.0,0.04686438664793968,0.04686438664793968,0.04686438664793968,0.0,,,,,,156,-0.648991048336029,0.22754508256912231,-1.2823915481567383,-0.2138730138540268,-0.6229065656661987,0,,,,,,,,,,,,,,,,0,10,302
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2024-10-29,3,4.975225601810962e-05,1.2731577953672968e-05,4.074967364431359e-05,6.77574280416593e-05,4.074967364431359e-05,148.0,0.0453815832734108,0.003861338598653674,0.03759760409593582,0.05293998122215271,0.04467737674713135,8.0,0.00019969668937847018,0.00013749640493188053,-9.914906695485115e-05,0.0003673325409181416,0.00021897991246078163,156,-1.3097643852233887,0.719192385673523,-3.016744375228882,0.12060089409351349,-1.339170217514038,45954,0.0170359518378973,0.033483583480119705,-0.088646799325943,0.27053725719451904,0.010497773066163063,-0.09098014235496521,0.029680050909519196,-0.25479498505592346,0.0749846026301384,-0.09201604127883911,-0.007137249689549208,0.022419482469558716,-0.2219598889350891,0.04487765207886696,-0.0023995141964405775,1,10,303
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2024-10-30,151,6.577583553735167e-05,1.56404530571308e-05,3.058139918721281e-05,0.00011069999891333282,6.39283680357039e-05,68.0,0.04789600521326065,0.002644405234605074,0.04134185612201691,0.050887931138277054,0.048896193504333496,156.0,1.1932285815419164e-05,0.0003168215334881097,-0.0007613269262947142,0.0007861918420530856,2.8522188586066477e-05,156,-0.9141122698783875,0.2568512260913849,-1.5291330814361572,-0.22472815215587616,-0.8795797824859619,0,,,,,,,,,,,,,,,,2,10,304
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2024-10-31,149,8.096681995084509e-05,2.4043198209255934e-05,2.364580905123148e-05,0.00013195208157412708,8.336888276971877e-05,90.0,0.05087971314787865,0.002405057195574045,0.04565158858895302,0.056342463940382004,0.050925180315971375,51.0,-0.00011800569336628541,0.0006492408574558794,-0.001684392336755991,0.0015527469804510474,-0.00020935237989760935,155,0.5989888906478882,0.17475266754627228,0.2336397022008896,0.9907597899436951,0.5608987808227539,0,,,,,,,,,,,,,,,,3,10,305
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2024-11-01,156,7.012214337009937e-05,1.3913276234234218e-05,3.173445293214172e-05,0.0001101481684600003,6.954967102501541e-05,152.0,0.04634298011660576,0.002575367921963334,0.039873965084552765,0.050405003130435944,0.04664070904254913,156.0,6.567325908690691e-05,0.00035900319926440716,-0.0009716799249872565,0.0011032362235710025,8.373924356419593e-05,156,-0.0641636922955513,0.09404344111680984,-0.42328011989593506,0.07410522550344467,-0.05887699872255325,0,,,,,,,,,,,,,,,,4,11,306
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2024-11-02,156,6.855348328826949e-05,1.4727701454830822e-05,3.955547799705528e-05,0.00011332353460602462,6.725917774019763e-05,130.0,0.04705789312720299,0.0029903731774538755,0.041941963136196136,0.052951931953430176,0.04681691527366638,156.0,3.7990103010088205e-06,0.0002794351021293551,-0.0006273516337387264,0.0006689362344332039,-2.0821327780140564e-05,156,-0.522526741027832,0.09875910729169846,-0.8909388780593872,-0.29047712683677673,-0.5094617605209351,0,,,,,,,,,,,,,,,,5,11,307
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2024-11-03,0,,,,,,0.0,,,,,,0.0,,,,,,156,-1.1605826616287231,0.287885457277298,-2.605203628540039,-0.49021852016448975,-1.0991463661193848,45954,-0.045014362782239914,0.008511476218700409,-0.09226705133914948,0.002714907517656684,-0.045293357223272324,-0.04626726731657982,0.014812647365033627,-0.11049710959196091,0.06033509597182274,-0.046518582850694656,0.07256476581096649,0.0052966345101594925,0.045167502015829086,0.09555283933877945,0.07281745970249176,6,11,308
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2024-11-04,0,,,,,,146.0,0.042217548936605453,0.003736365819349885,0.034050535410642624,0.049057766795158386,0.04334118962287903,1.0,-0.0006584219518117607,0.0,-0.0006584219518117607,-0.0006584219518117607,-0.0006584219518117607,156,-1.1232943534851074,0.381795734167099,-2.1167826652526855,-0.29466232657432556,-1.0653629302978516,0,,,,,,,,,,,,,,,,0,11,309
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2024-11-05,0,,,,,,13.0,0.04433760419487953,0.0006172415451146662,0.04293914511799812,0.04483009874820709,0.04458155110478401,0.0,,,,,,156,-0.6439619064331055,0.2417558878660202,-1.3094544410705566,-0.00891623180359602,-0.6365314722061157,0,,,,,,,,,,,,,,,,1,11,310
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2024-11-06,0,,,,,,0.0,,,,,,0.0,,,,,,156,0.17818361520767212,0.32236000895500183,-0.5981706380844116,0.7868671417236328,0.14519540965557098,0,,,,,,,,,,,,,,,,2,11,311
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2024-11-07,100,7.967932469910011e-05,2.3787359168636613e-05,3.092661427217536e-05,0.00016058800974860787,7.898388139437884e-05,129.0,0.05752938613295555,0.004181445110589266,0.04320642724633217,0.06367532163858414,0.05874452739953995,135.0,5.5659565987298265e-05,0.00022375433763954788,-0.00048456946387887,0.0006945964996702969,1.7297128579230048e-05,156,-0.9500289559364319,0.38266289234161377,-1.6884897947311401,0.6695435643196106,-0.9804583787918091,0,,,,,,,,,,,,,,,,3,11,312
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2024-11-08,144,6.615842721657827e-05,1.7387399566359818e-05,2.67331979557639e-05,0.00012056319246767089,6.699730874970555e-05,85.0,0.05465826764702797,0.0034026906359940767,0.04410681873559952,0.06077272817492485,0.05501997843384743,156.0,4.38843053416349e-05,0.00023778709874022752,-0.000569253577850759,0.0008022551774047315,4.29572828579694e-05,156,-1.1999099254608154,0.23106829822063446,-1.990692138671875,0.1264927089214325,-1.1875154972076416,45954,0.22428520023822784,0.15996955335140228,-0.22780625522136688,0.7932209968566895,0.17362725734710693,0.08317181468009949,0.15687856078147888,-0.5376503467559814,0.5901092886924744,0.09276421368122101,-0.2476084679365158,0.13917367160320282,-0.7062532305717468,0.3513011932373047,-0.23161527514457703,4,11,313
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2024-11-09,156,8.124145097099245e-05,3.04027198581025e-05,3.30293842125684e-05,0.00020628684433177114,7.448281394317746e-05,118.0,0.05140755698084831,0.006037700921297073,0.04183705896139145,0.07077216356992722,0.050551801919937134,156.0,7.853360148146749e-05,0.00028168814606033266,-0.0006431799265556037,0.0008593649254180491,5.91388379689306e-05,156,-0.8577006459236145,0.19456835091114044,-1.416534662246704,-0.14738613367080688,-0.8074831962585449,0,,,,,,,,,,,,,,,,5,11,314
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2024-11-10,156,6.819720874773338e-05,1.2703048014373053e-05,3.8940299418754876e-05,9.595270967110991e-05,6.670844595646486e-05,148.0,0.04982830211520195,0.0036802550312131643,0.042337242513895035,0.05602089688181877,0.04933800920844078,156.0,-3.3514243114041165e-06,0.0003337378439027816,-0.0006950609385967255,0.0008425342966802418,-1.232023259944981e-05,156,-0.16895481944084167,0.27576351165771484,-0.7898627519607544,0.6358876824378967,-0.2577851712703705,0,,,,,,,,,,,,,,,,6,11,315
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2024-11-11,156,8.410872396780178e-05,2.4414986910414882e-05,3.284514605184086e-05,0.0001458379701944068,8.031077595660463e-05,117.0,0.05081392079591751,0.003424080554395914,0.04263222590088844,0.05794141814112663,0.0500519834458828,156.0,0.00010099358769366518,0.0005430174060165882,-0.0012129893293604255,0.0019520706264302135,9.434775711270049e-05,156,0.2825760841369629,0.10654410719871521,0.01516969595104456,0.5511062145233154,0.27371418476104736,0,,,,,,,,,,,,,,,,0,11,316
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2024-11-12,79,0.00010841344192158431,3.267504507675767e-05,6.701707752654329e-05,0.00021598381863441318,9.750335448188707e-05,151.0,0.04443936049938202,0.004443650599569082,0.03544054552912712,0.05465761944651604,0.044748496264219284,151.0,0.0001321767776971683,0.00020935914653819054,-0.0004807033110409975,0.000698202638886869,0.00011467662261566147,156,-0.4848983585834503,0.39234116673469543,-1.15965735912323,0.5251250863075256,-0.5426999926567078,0,,,,,,,,,,,,,,,,1,11,317
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2024-11-13,125,6.090335955377668e-05,2.323994522157591e-05,1.700877874100115e-05,0.00012389504991006106,5.8141653425991535e-05,143.0,0.04155455157160759,0.004269054625183344,0.034438356757164,0.05738232284784317,0.04052942991256714,149.0,4.616568548954092e-05,0.00018656520114745945,-0.000422631943365559,0.000755075307097286,3.5710985685000196e-05,156,-1.0846643447875977,0.3374144434928894,-1.6914162635803223,0.3941696584224701,-1.1795024871826172,45954,0.011039434932172298,0.08658193051815033,-0.27277570962905884,0.45873790979385376,-0.005001768935471773,0.024243194609880447,0.13175128400325775,-0.4652385413646698,0.4385850429534912,0.013733353465795517,0.016638491302728653,0.0766361802816391,-0.40085774660110474,0.23156386613845825,0.039811812341213226,2,11,318
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2024-11-14,113,0.00010081286018248647,6.62757083773613e-05,2.805362419167068e-05,0.0003627735422924161,7.276611722772941e-05,127.0,0.0437590628862381,0.0037881028838455677,0.0344376340508461,0.053899019956588745,0.043433938175439835,156.0,-1.649125806579832e-05,0.00014464143896475434,-0.00037281663389876485,0.000418666226323694,-1.1447941687947605e-05,156,-1.3179672956466675,0.2413567751646042,-1.7443385124206543,-0.6013192534446716,-1.3698670864105225,0,,,,,,,,,,,,,,,,3,11,319
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2024-11-15,30,7.931075379019603e-05,2.471192055963911e-05,4.177166192675941e-05,0.00014211583766154945,6.962062616366893e-05,156.0,0.0422288253903389,0.002101609716191888,0.03562164306640625,0.045882392674684525,0.042343877255916595,156.0,3.251804446335882e-05,0.00019601469102781266,-0.000666974694468081,0.0005390836158767343,2.8825718345615314e-06,156,-0.5733404755592346,0.22609871625900269,-1.3104870319366455,0.04631398618221283,-0.5682443380355835,0,,,,,,,,,,,,,,,,4,11,320
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2024-11-16,69,6.509114609798416e-05,1.1979266673733946e-05,4.7306199121521786e-05,0.00011129642371088266,6.555281288456172e-05,156.0,0.04048402979969978,0.0017205775948241353,0.03528619185090065,0.04391157254576683,0.04039928317070007,77.0,-2.821183215928613e-06,0.0005187715869396925,-0.0011352580040693283,0.0015263304812833667,-5.3873704018769786e-05,154,0.4740174412727356,0.3684750497341156,-0.2555677890777588,1.398023247718811,0.4748217463493347,0,,,,,,,,,,,,,,,,5,11,321
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2024-11-17,156,6.277317879721522e-05,1.669851553742774e-05,3.50581576640252e-05,0.00010195800859946758,6.187983672134578e-05,156.0,0.04167884960770607,0.003135870909318328,0.03600401431322098,0.04925782233476639,0.04177791625261307,156.0,1.102808255382115e-05,0.0002627451904118061,-0.0006574448198080063,0.0006966831278987229,2.377358396188356e-05,156,-0.31877249479293823,0.11505728214979172,-0.5586825013160706,0.02388138510286808,-0.34156036376953125,0,,,,,,,,,,,,,,,,6,11,322
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2024-11-18,12,6.23844753135927e-05,2.434760972391814e-05,3.960637332056649e-05,0.00012265161785762757,5.231738759903237e-05,84.0,0.04676556959748268,0.0032517602667212486,0.039255835115909576,0.05285986512899399,0.04678020626306534,41.0,6.926900096004829e-05,0.00013665927690453827,-0.00021679452038370073,0.00044336359133012593,6.0323600337142125e-05,156,-0.516680896282196,0.9698297381401062,-2.186767578125,2.135005474090576,-0.5789906978607178,45954,-0.0995262861251831,0.09794855862855911,-0.7535844445228577,0.506313145160675,-0.08390660583972931,-0.13706539571285248,0.18008434772491455,-0.7652379870414734,0.8048762679100037,-0.16651886701583862,0.13223569095134735,0.0740843117237091,-0.2740100026130676,0.5900439023971558,0.11392401158809662,0,11,323
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2024-11-19,151,5.745670205214992e-05,1.2217306903039571e-05,2.652616603882052e-05,9.317122749052942e-05,5.664976197294891e-05,138.0,0.04689471423625946,0.0027315691113471985,0.04030880704522133,0.05461829900741577,0.046431731432676315,156.0,-2.266775663883891e-05,0.0001614271168364212,-0.0004403430793900043,0.00034042366314679384,-2.8298230972723104e-05,156,-1.274251103401184,0.31339964270591736,-2.523684024810791,-0.8605993390083313,-1.2497719526290894,0,,,,,,,,,,,,,,,,1,11,324
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2024-11-20,156,6.312932964647189e-05,1.4444051885220688e-05,2.5651910618762486e-05,0.00010418466263217852,6.106868386268616e-05,51.0,0.049296990036964417,0.0029258369468152523,0.04317708685994148,0.05470505356788635,0.04842477664351463,156.0,4.1100192902376875e-05,0.00023034388141240925,-0.0004883806686848402,0.0005008488660678267,1.5852638171054423e-05,156,-1.0289390087127686,0.1924767643213272,-1.7511529922485352,-0.7275658845901489,-0.9923163652420044,0,,,,,,,,,,,,,,,,2,11,325
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2024-11-21,139,5.1683527999557555e-05,8.992036782728974e-06,2.547599251556676e-05,7.037581963231787e-05,5.0842823839047924e-05,73.0,0.05129643529653549,0.005324259400367737,0.0410693995654583,0.05787992477416992,0.05187110975384712,156.0,-2.1768191800219938e-05,0.0002687182859517634,-0.001106598530896008,0.0006670088041573763,-3.1983956887415843e-06,156,0.034043021500110626,0.22338907420635223,-0.2830084264278412,1.0378735065460205,0.001891123945824802,0,,,,,,,,,,,,,,,,3,11,326
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2024-11-22,86,7.086590630933642e-05,1.598392555024475e-05,4.39438117609825e-05,0.00010961307270918041,6.707955617457628e-05,127.0,0.0416642464697361,0.0025584972463548183,0.036791879683732986,0.046203482896089554,0.04184453561902046,140.0,-7.149832526920363e-05,0.00022323025041259825,-0.0005558999837376177,0.00046685122651979327,-6.870526704005897e-05,156,0.34215784072875977,0.3376891016960144,-0.19543024897575378,1.4487860202789307,0.24937458336353302,0,,,,,,,,,,,,,,,,4,11,327
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2024-11-23,16,7.938331691548228e-05,1.1824824468931183e-05,5.4817101045046e-05,9.571336704539135e-05,8.105015149340034e-05,81.0,0.04386252164840698,0.0024100560694932938,0.03800153359770775,0.04961003363132477,0.0435464084148407,83.0,5.470628457260318e-05,0.00018328502483200282,-0.000429346167948097,0.0004914698074571788,6.0262307670200244e-05,156,-0.7272473573684692,0.3109806776046753,-1.6616045236587524,0.15253961086273193,-0.7237683534622192,45954,-0.007458546664565802,0.05352519080042839,-0.46873417496681213,0.41695931553840637,-0.010041325353085995,0.023784229531884193,0.06560944020748138,-0.25098153948783875,0.5501716732978821,0.014460939913988113,0.02202208898961544,0.02823757939040661,-0.2382950484752655,0.21257145702838898,0.026177920401096344,5,11,328
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2024-11-24,0,,,,,,0.0,,,,,,0.0,,,,,,156,-1.177158236503601,0.3842335641384125,-2.1632983684539795,-0.46513625979423523,-1.1105635166168213,0,,,,,,,,,,,,,,,,6,11,329
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2024-11-25,3,0.000103555059467908,2.026649053732399e-05,8.396748307859525e-05,0.00013146903074812144,9.522865730104968e-05,137.0,0.04588410630822182,0.003541923826560378,0.03783764690160751,0.05289559066295624,0.04595610126852989,65.0,3.946035212720744e-05,0.00011351182911312208,-0.0002899702813010663,0.0003144361835438758,4.409816756378859e-05,156,-1.270763635635376,0.5091136693954468,-2.5678281784057617,0.18714354932308197,-1.3209505081176758,0,,,,,,,,,,,,,,,,0,11,330
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2024-11-26,0,,,,,,0.0,,,,,,0.0,,,,,,156,-0.7721773386001587,0.18175449967384338,-1.1594712734222412,-0.38661670684814453,-0.7627148032188416,0,,,,,,,,,,,,,,,,1,11,331
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2024-11-27,0,,,,,,0.0,,,,,,0.0,,,,,,156,0.265850692987442,0.17259252071380615,-0.13381099700927734,0.674917995929718,0.2697494626045227,0,,,,,,,,,,,,,,,,2,11,332
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2024-11-28,84,5.8175690355710685e-05,1.5927085769362748e-05,3.0844144930597395e-05,9.668204438639805e-05,5.373827298171818e-05,103.0,0.04448540136218071,0.001981903100386262,0.039563268423080444,0.04891093820333481,0.04392939805984497,104.0,2.124979073414579e-05,0.00021621880296152085,-0.0005221415776759386,0.00107880390714854,2.6867490305448882e-05,156,-0.38562899827957153,0.3963555693626404,-1.1724697351455688,0.6099785566329956,-0.34675389528274536,45954,0.0386657752096653,0.025631509721279144,-0.06160076707601547,0.20177164673805237,0.03487204760313034,0.03388145938515663,0.023090284317731857,-0.0762682631611824,0.15566463768482208,0.033333249390125275,-0.03795996680855751,0.023561831563711166,-0.17548708617687225,0.022988447919487953,-0.034402720630168915,3,11,333
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2024-11-29,124,7.227119203889742e-05,2.1367062799981795e-05,3.081105387536809e-05,0.00013296828547026962,6.985875370446593e-05,77.0,0.04550119489431381,0.0032704153563827276,0.04066338762640953,0.056764744222164154,0.04498651623725891,132.0,1.768701804394368e-05,0.0002855068596545607,-0.0007151721511036158,0.0006366058951243758,4.012256977148354e-05,156,-0.6296513676643372,0.20383118093013763,-1.0954616069793701,0.008863427676260471,-0.6121916770935059,0,,,,,,,,,,,,,,,,4,11,334
