aod_mean,aod_median,aod_max,aod_std,aod_count,aod047_mean,aod047_median,fmf_mean,fmf_median,location_id,date
,,,,0,,,0.05,0.05,4946812,2024-02-06
,,,,0,,,0.05,0.05,4946812,2024-02-07
,,,,0,,,0.05,0.05,4946812,2024-02-08
,,,,0,,,0.05,0.05,4946812,2024-02-09
,,,,0,,,0.05,0.05,4946812,2024-02-10
0.4150082636545887,0.43,0.464,0.03533360440147736,100,0.5460406826072075,0.5640000000000001,0.05,0.05,4946812,2024-02-11
0.4734923192913011,0.47400000000000003,0.5025000000000001,0.015339754304756197,104,0.6216490434454812,0.622,0.05,0.05,4946812,2024-02-12
0.8699536082474226,0.901,0.901,0.06313984478916707,5,1.1237164948453606,1.162,0.05,0.05,4946812,2024-02-13
,,,,0,,,0.05,0.05,4946812,2024-02-14
,,,,0,,,0.05,0.05,4946812,2024-02-15
,,,,0,,,0.05,0.05,4946812,2024-02-16
,,,,0,,,0.05,0.05,4946812,2024-02-17
,,,,0,,,0.05,0.05,4946812,2024-02-18
,,,,0,,,0.05,0.05,4946812,2024-02-19
,,,,0,,,0.05,0.05,4946812,2024-02-20
,,,,0,,,0.05,0.05,4946812,2024-02-21
,,,,0,,,0.05,0.05,4946812,2024-02-22
,,,,0,,,0.05,0.05,4946812,2024-02-23
,,,,0,,,0.05,0.05,4946812,2024-02-24
,,,,0,,,0.05,0.05,4946812,2024-02-25
,,,,0,,,0.05,0.05,4946812,2024-02-26
,,,,0,,,0.05,0.05,4946812,2024-02-27
,,,,0,,,0.05,0.05,4946812,2024-02-28
,,,,0,,,0.05,0.05,4946812,2024-02-29
,,,,0,,,0.05,0.05,4946812,2024-03-01
,,,,0,,,0.05,0.05,4946812,2024-03-02
,,,,0,,,0.05,0.05,4946812,2024-03-03
,,,,0,,,0.05,0.05,4946812,2024-03-04
0.4825718122702853,0.48537899543378993,0.64,0.060249541940116516,104,0.633206106870229,0.6376194029850746,0.05,0.05,4946812,2024-03-05
0.842,0.842,0.842,0.0,1,1.086,1.086,0.05,0.05,4946812,2024-03-06
,,,,0,,,0.05,0.05,4946812,2024-03-07
,,,,0,,,0.05,0.05,4946812,2024-03-08
,,,,0,,,0.05,0.05,4946812,2024-03-09
,,,,0,,,0.05,0.05,4946812,2024-03-10
,,,,0,,,0.05,0.05,4946812,2024-03-11
0.9472222222222224,0.9450000000000001,1.0110000000000001,0.0253828682382388,10,1.221407407407408,1.218,0.05,0.05,4946812,2024-03-12
,,,,0,,,0.05,0.05,4946812,2024-03-13
,,,,0,,,0.05,0.05,4946812,2024-03-14
,,,,0,,,0.05,0.05,4946812,2024-03-15
,,,,0,,,0.05,0.05,4946812,2024-03-16
,,,,0,,,0.05,0.05,4946812,2024-03-17
,,,,0,,,0.05,0.05,4946812,2024-03-18
,,,,0,,,0.05,0.05,4946812,2024-03-19
,,,,0,,,0.05,0.05,4946812,2024-03-20
,,,,0,,,0.05,0.05,4946812,2024-03-21
,,,,0,,,0.05,0.05,4946812,2024-03-22
,,,,0,,,0.05,0.05,4946812,2024-03-23
,,,,0,,,0.05,0.05,4946812,2024-03-24
,,,,0,,,0.05,0.05,4946812,2024-03-25
,,,,0,,,0.05,0.05,4946812,2024-03-26
,,,,0,,,0.05,0.05,4946812,2024-03-27
,,,,0,,,0.05,0.05,4946812,2024-03-28
,,,,0,,,0.05,0.05,4946812,2024-03-29
,,,,0,,,0.05,0.05,4946812,2024-03-30
0.933259204712813,0.934,0.937,0.004847679857411596,4,1.2036097201767304,1.205,0.05,0.05,4946812,2024-03-31
,,,,0,,,0.05,0.05,4946812,2024-04-01
1.1204859611835114,1.11,1.249,0.03307382834333295,87,1.4444345880642089,1.431,0.05,0.05,4946812,2024-04-02
1.2325688359161822,1.212,1.6875,0.09787571065816464,95,1.5888062863615302,1.563,0.05,0.05,4946812,2024-04-03
,,,,0,,,0.05,0.05,4946812,2024-04-04
,,,,0,,,0.05,0.05,4946812,2024-04-05
,,,,0,,,0.05,0.05,4946812,2024-04-06
,,,,0,,,0.05,0.05,4946812,2024-04-07
,,,,0,,,0.05,0.05,4946812,2024-04-08
,,,,0,,,0.05,0.05,4946812,2024-04-09
,,,,0,,,0.05,0.05,4946812,2024-04-10
,,,,0,,,0.05,0.05,4946812,2024-04-11
,,,,0,,,0.05,0.05,4946812,2024-04-12
,,,,0,,,0.05,0.05,4946812,2024-04-13
,,,,0,,,0.05,0.05,4946812,2024-04-14
,,,,0,,,0.05,0.05,4946812,2024-04-15
0.4144044992429158,0.394,0.604,0.06784142302226485,44,0.5458620484533855,0.521,0.05,0.05,4946812,2024-04-16
,,,,0,,,0.05,0.05,4946812,2024-04-17
,,,,0,,,0.05,0.05,4946812,2024-04-18
,,,,0,,,0.05,0.05,4946812,2024-04-19
0.9458031479862145,0.9490000000000002,1.038,0.027621569671390105,90,1.2195645285736332,1.224,0.05,0.05,4946812,2024-04-20
,,,,0,,,0.05,0.05,4946812,2024-04-21
,,,,0,,,0.05,0.05,4946812,2024-04-22
,,,,0,,,0.05,0.05,4946812,2024-04-23
,,,,0,,,0.05,0.05,4946812,2024-04-24
0.4163413704947615,0.309,0.7245,0.17790801785441124,94,0.5456084014236301,0.40800000000000003,0.05,0.05,4946812,2024-04-25
0.6877319526906039,0.6862910958904109,0.748,0.029068832420758122,104,0.8949784186221845,0.894,0.05,0.05,4946812,2024-04-26
0.5284968900197907,0.538,0.732,0.05580079987622893,104,0.6914255018377156,0.7046355529131986,0.05,0.05,4946812,2024-04-27
0.7590697389501458,0.7641349809885933,0.8280000000000001,0.04546981669025308,104,0.9833741164828946,0.9892714285714286,0.05,0.05,4946812,2024-04-28
1.290443780155234,1.29,1.374,0.03045882630637671,51,1.6634698972099853,1.663,0.05,0.05,4946812,2024-04-29
1.2419960889642827,1.23775,1.3465,0.03780748414088691,104,1.6010489821882956,1.5947500000000001,0.05,0.05,4946812,2024-04-30
,,,,0,,,0.05,0.05,4946812,2024-05-01
,,,,0,,,0.05,0.05,4946812,2024-05-02
,,,,0,,,0.05,0.05,4946812,2024-05-03
0.316,0.316,0.316,0.0,1,0.417,0.417,0.05,0.05,4946812,2024-05-04
,,,,0,,,0.05,0.05,4946812,2024-05-05
,,,,0,,,0.05,0.05,4946812,2024-05-06
,,,,0,,,0.05,0.05,4946812,2024-05-07
,,,,0,,,0.05,0.05,4946812,2024-05-08
,,,,0,,,0.05,0.05,4946812,2024-05-09
,,,,0,,,0.05,0.05,4946812,2024-05-10
,,,,0,,,0.05,0.05,4946812,2024-05-11
,,,,0,,,0.05,0.05,4946812,2024-05-12
,,,,0,,,0.05,0.05,4946812,2024-05-13
,,,,0,,,0.05,0.05,4946812,2024-05-14
,,,,0,,,0.05,0.05,4946812,2024-05-15
,,,,0,,,0.05,0.05,4946812,2024-05-16
,,,,0,,,0.05,0.05,4946812,2024-05-17
,,,,0,,,0.05,0.05,4946812,2024-05-18
,,,,0,,,0.05,0.05,4946812,2024-05-19
,,,,0,,,0.05,0.05,4946812,2024-05-20
,,,,0,,,0.05,0.05,4946812,2024-05-21
,,,,0,,,0.05,0.05,4946812,2024-05-22
,,,,0,,,0.05,0.05,4946812,2024-05-23
0.3853070843091334,0.388,0.438,0.02782197872186724,16,0.5084446721311475,0.512,0.05,0.05,4946812,2024-05-24
,,,,0,,,0.05,0.05,4946812,2024-05-25
0.241,0.241,0.241,0.0,1,0.319,0.319,0.05,0.05,4946812,2024-05-26
,,,,0,,,0.05,0.05,4946812,2024-05-27
,,,,0,,,0.05,0.05,4946812,2024-05-28
,,,,0,,,0.05,0.05,4946812,2024-05-29
,,,,0,,,0.05,0.05,4946812,2024-05-30
,,,,0,,,0.05,0.05,4946812,2024-05-31
,,,,0,,,0.05,0.05,4946812,2024-06-01
0.4465578947368421,0.447,0.447,0.005999999999998375,2,0.5864105263157894,0.587,0.05,0.05,4946812,2024-06-02
,,,,0,,,0.05,0.05,4946812,2024-06-03
,,,,0,,,0.05,0.05,4946812,2024-06-04
,,,,0,,,0.05,0.05,4946812,2024-06-05
,,,,0,,,0.05,0.05,4946812,2024-06-06
,,,,0,,,0.05,0.05,4946812,2024-06-07
,,,,0,,,0.05,0.05,4946812,2024-06-08
,,,,0,,,0.05,0.05,4946812,2024-06-09
,,,,0,,,0.05,0.05,4946812,2024-06-10
,,,,0,,,0.05,0.05,4946812,2024-06-11
,,,,0,,,0.05,0.05,4946812,2024-06-12
,,,,0,,,0.05,0.05,4946812,2024-06-13
,,,,0,,,0.05,0.05,4946812,2024-06-14
,,,,0,,,0.05,0.05,4946812,2024-06-15
,,,,0,,,0.05,0.05,4946812,2024-06-16
,,,,0,,,0.05,0.05,4946812,2024-06-17
,,,,0,,,0.05,0.05,4946812,2024-06-18
,,,,0,,,0.05,0.05,4946812,2024-06-19
,,,,0,,,0.05,0.05,4946812,2024-06-20
,,,,0,,,0.05,0.05,4946812,2024-06-21
,,,,0,,,0.05,0.05,4946812,2024-06-22
,,,,0,,,0.05,0.05,4946812,2024-06-23
,,,,0,,,0.05,0.05,4946812,2024-06-24
,,,,0,,,0.05,0.05,4946812,2024-06-25
,,,,0,,,0.05,0.05,4946812,2024-06-26
,,,,0,,,0.05,0.05,4946812,2024-06-27
,,,,0,,,0.05,0.05,4946812,2024-06-28
,,,,0,,,0.05,0.05,4946812,2024-06-29
,,,,0,,,0.05,0.05,4946812,2024-06-30
,,,,0,,,0.05,0.05,4946812,2024-07-01
,,,,0,,,0.05,0.05,4946812,2024-07-02
,,,,0,,,0.05,0.05,4946812,2024-07-03
0.433,0.433,0.433,0.0,1,0.5680000000000001,0.5680000000000001,0.05,0.05,4946812,2024-07-04
0.3458040901007706,0.34800000000000003,0.406,0.027443217893194666,12,0.4566603438055721,0.459,0.05,0.05,4946812,2024-07-05
,,,,0,,,0.05,0.05,4946812,2024-07-06
,,,,0,,,0.05,0.05,4946812,2024-07-07
0.3735025817555938,0.38,0.4,0.06416125518306698,3,0.49337005163511194,0.501,0.05,0.05,4946812,2024-07-08
,,,,0,,,0.05,0.05,4946812,2024-07-09
,,,,0,,,0.05,0.05,4946812,2024-07-10
,,,,0,,,0.05,0.05,4946812,2024-07-11
,,,,0,,,0.05,0.05,4946812,2024-07-12
,,,,0,,,0.05,0.05,4946812,2024-07-13
,,,,0,,,0.05,0.05,4946812,2024-07-14
,,,,0,,,0.05,0.05,4946812,2024-07-15
0.3873346405228757,0.401,0.453,0.05299219602456716,27,0.5103983660130719,0.529,0.05,0.05,4946812,2024-07-16
,,,,0,,,0.05,0.05,4946812,2024-07-17
,,,,0,,,0.05,0.05,4946812,2024-07-18
,,,,0,,,0.05,0.05,4946812,2024-07-19
,,,,0,,,0.05,0.05,4946812,2024-07-20
,,,,0,,,0.05,0.05,4946812,2024-07-21
,,,,0,,,0.05,0.05,4946812,2024-07-22
,,,,0,,,0.05,0.05,4946812,2024-07-23
,,,,0,,,0.05,0.05,4946812,2024-07-24
,,,,0,,,0.05,0.05,4946812,2024-07-25
,,,,0,,,0.05,0.05,4946812,2024-07-26
,,,,0,,,0.05,0.05,4946812,2024-07-27
,,,,0,,,0.05,0.05,4946812,2024-07-28
,,,,0,,,0.05,0.05,4946812,2024-07-29
,,,,0,,,0.05,0.05,4946812,2024-07-30
,,,,0,,,0.05,0.05,4946812,2024-07-31
,,,,0,,,0.05,0.05,4946812,2024-08-01
,,,,0,,,0.05,0.05,4946812,2024-08-02
,,,,0,,,0.05,0.05,4946812,2024-08-03
0.199327868852459,0.28,0.28,0.133,2,0.26524590163934425,0.372,0.05,0.05,4946812,2024-08-04
0.425,0.425,0.425,0.0,1,0.558,0.558,0.05,0.05,4946812,2024-08-05
0.37493069306930693,0.368,0.382,0.006999999999999535,2,0.4949108910891089,0.486,0.05,0.05,4946812,2024-08-06
,,,,0,,,0.05,0.05,4946812,2024-08-07
0.2732641509433963,0.271,0.311,0.01999999999999959,2,0.36194339622641514,0.359,0.05,0.05,4946812,2024-08-08
,,,,0,,,0.05,0.05,4946812,2024-08-09
0.25997783774473204,0.258,0.337,0.03166276452616591,85,0.3446357007521386,0.343,0.05,0.05,4946812,2024-08-10
,,,,0,,,0.05,0.05,4946812,2024-08-11
,,,,0,,,0.05,0.05,4946812,2024-08-12
,,,,0,,,0.05,0.05,4946812,2024-08-13
,,,,0,,,0.05,0.05,4946812,2024-08-14
,,,,0,,,0.05,0.05,4946812,2024-08-15
,,,,0,,,0.05,0.05,4946812,2024-08-16
,,,,0,,,0.05,0.05,4946812,2024-08-17
,,,,0,,,0.05,0.05,4946812,2024-08-18
,,,,0,,,0.05,0.05,4946812,2024-08-19
,,,,0,,,0.05,0.05,4946812,2024-08-20
,,,,0,,,0.05,0.05,4946812,2024-08-21
,,,,0,,,0.05,0.05,4946812,2024-08-22
,,,,0,,,0.05,0.05,4946812,2024-08-23
,,,,0,,,0.05,0.05,4946812,2024-08-24
,,,,0,,,0.05,0.05,4946812,2024-08-25
,,,,0,,,0.05,0.05,4946812,2024-08-26
0.26940077257363604,0.272,0.314,0.023591953011854863,18,0.35704249154997586,0.36,0.05,0.05,4946812,2024-08-27
0.3654896449704142,0.389,0.398,0.06201763861999263,4,0.4830236686390533,0.514,0.05,0.05,4946812,2024-08-28
,,,,0,,,0.05,0.05,4946812,2024-08-29
0.17641289365368049,0.17600000000000002,0.201,0.014032137829617694,101,0.23512793146357813,0.23500000000000001,0.05,0.05,4946812,2024-08-30
,,,,0,,,0.05,0.05,4946812,2024-08-31
,,,,0,,,0.05,0.05,4946812,2024-09-01
,,,,0,,,0.05,0.05,4946812,2024-09-02
,,,,0,,,0.05,0.05,4946812,2024-09-03
0.21537203037610958,0.211,0.296,0.034662937330478774,95,0.28648796757145056,0.28022256097560977,0.05,0.05,4946812,2024-09-04
,,,,0,,,0.05,0.05,4946812,2024-09-05
,,,,0,,,0.05,0.05,4946812,2024-09-06
,,,,0,,,0.05,0.05,4946812,2024-09-07
,,,,0,,,0.05,0.05,4946812,2024-09-08
,,,,0,,,0.05,0.05,4946812,2024-09-09
,,,,0,,,0.05,0.05,4946812,2024-09-10
,,,,0,,,0.05,0.05,4946812,2024-09-11
,,,,0,,,0.05,0.05,4946812,2024-09-12
,,,,0,,,0.05,0.05,4946812,2024-09-13
0.5607616371782215,0.561,0.659,0.04847642436092991,63,0.7331353937276938,0.736,0.05,0.05,4946812,2024-09-14
,,,,0,,,0.05,0.05,4946812,2024-09-15
0.4217051546391753,0.451,0.457,0.036249137920783464,4,0.5548350515463918,0.592,0.05,0.05,4946812,2024-09-16
,,,,0,,,0.05,0.05,4946812,2024-09-17
,,,,0,,,0.05,0.05,4946812,2024-09-18
0.4278571428571429,0.426,0.443,0.009249379460705073,7,0.5617142857142858,0.558,0.05,0.05,4946812,2024-09-19
,,,,0,,,0.05,0.05,4946812,2024-09-20
,,,,0,,,0.05,0.05,4946812,2024-09-21
,,,,0,,,0.05,0.05,4946812,2024-09-22
,,,,0,,,0.05,0.05,4946812,2024-09-23
0.2992713928941665,0.28974999999999995,0.436,0.04390363740937223,104,0.39616645462256134,0.3835,0.05,0.05,4946812,2024-09-24
,,,,0,,,0.05,0.05,4946812,2024-09-25
,,,,0,,,0.05,0.05,4946812,2024-09-26
0.4205,0.425,0.432,0.010781929326424477,8,0.5527500000000001,0.558,0.05,0.05,4946812,2024-09-27
,,,,0,,,0.05,0.05,4946812,2024-09-28
,,,,0,,,0.05,0.05,4946812,2024-09-29
,,,,0,,,0.05,0.05,4946812,2024-09-30
,,,,0,,,0.05,0.05,4946812,2024-10-01
0.3048252569750367,0.328,0.338,0.04248749816122352,4,0.40292951541850214,0.433,0.05,0.05,4946812,2024-10-02
0.2037574922250495,0.20700000000000002,0.2475,0.02642197120069197,104,0.27092024785599844,0.275,0.05,0.05,4946812,2024-10-03
0.2581781282860146,0.27250676982591876,0.328,0.05989452146268254,91,0.3423473186119873,0.3605,0.05,0.05,4946812,2024-10-04
0.3130739533777354,0.3157495088408645,0.455,0.040684999094113286,102,0.41339169838249257,0.4186303294573644,0.05,0.05,4946812,2024-10-05
0.3413455612100648,0.3413333333333333,0.4195,0.03413399207177506,104,0.4507701677504474,0.45183333333333336,0.05,0.05,4946812,2024-10-06
0.44524951676017127,0.447,0.481,0.022746220497154832,102,0.5844288576681911,0.587,0.05,0.05,4946812,2024-10-07
0.49589520309113205,0.4975,0.6045,0.04525405739393637,104,0.65051156818396,0.6525,0.05,0.05,4946812,2024-10-08
,,,,0,,,0.05,0.05,4946812,2024-10-09
1.0719105902777777,1.083,1.162,0.13460445525687498,8,1.3832196180555556,1.397,0.05,0.05,4946812,2024-10-10
0.6706355932203389,0.672,0.672,0.011499999999997604,2,0.8732796610169491,0.875,0.05,0.05,4946812,2024-10-11
1.8013000000000001,1.822,1.822,0.023000000000004864,2,2.31745,2.344,0.05,0.05,4946812,2024-10-12
,,,,0,,,0.05,0.05,4946812,2024-10-13
,,,,0,,,0.05,0.05,4946812,2024-10-14
,,,,0,,,0.05,0.05,4946812,2024-10-15
,,,,0,,,0.05,0.05,4946812,2024-10-16
,,,,0,,,0.05,0.05,4946812,2024-10-17
,,,,0,,,0.05,0.05,4946812,2024-10-18
,,,,0,,,0.05,0.05,4946812,2024-10-19
,,,,0,,,0.05,0.05,4946812,2024-10-20
