location_id,date,hcho_mean,hcho_max,hcho_morning,month
2161292,2025-05-14,6.425,11.2,4.45,5
2161292,2025-05-15,7.579166666666667,14.3,3.2,5
2161292,2025-05-16,8.9,15.9,3.5,5
2161292,2025-05-17,7.954166666666667,10.7,5.325,5
2161292,2025-05-18,9.658333333333333,18.0,4.975,5
2161292,2025-05-19,9.145833333333334,13.6,4.425,5
2161292,2025-05-20,9.204166666666667,14.8,7.85,5
2161292,2025-05-21,10.174999999999999,13.5,11.049999999999999,5
2161292,2025-05-22,11.75,17.5,10.425,5
2161292,2025-05-23,6.045833333333333,8.9,3.625,5
2161292,2025-05-24,8.35,13.8,4.925,5
2161292,2025-05-25,6.970833333333334,8.9,6.675,5
2161292,2025-05-26,7.441666666666666,10.0,6.7,5
2161292,2025-05-27,11.7125,17.5,7.924999999999999,5
2161292,2025-05-28,9.75,15.9,7.275,5
2161292,2025-05-29,7.395833333333333,12.7,3.7750000000000004,5
2161292,2025-05-30,8.725,13.3,7.1499999999999995,5
2161292,2025-05-31,7.0874999999999995,13.5,3.025,5
2161292,2025-06-01,11.637500000000001,24.4,18.349999999999998,6
2161292,2025-06-02,9.4875,25.3,10.775,6
2161292,2025-06-03,7.195833333333333,10.6,5.75,6
2161292,2025-06-04,6.691666666666666,10.4,3.5749999999999997,6
2161292,2025-06-05,8.262500000000001,14.2,6.525,6
2161292,2025-06-06,8.195833333333333,13.8,5.45,6
2161292,2025-06-07,7.608333333333333,14.5,5.675,6
2161292,2025-06-08,9.450000000000001,15.7,6.725,6
2161292,2025-06-09,10.3375,16.5,7.6,6
2161292,2025-06-10,11.108333333333334,16.1,6.725,6
2161292,2025-06-11,11.566666666666668,16.5,10.25,6
2161292,2025-06-12,10.670833333333333,17.5,14.125,6
2161292,2025-06-13,8.279166666666667,14.3,5.825,6
2161292,2025-06-14,9.137500000000001,13.8,6.699999999999999,6
2161292,2025-06-15,16.141666666666666,21.3,20.175,6
2161292,2025-06-16,12.9,19.7,10.299999999999999,6
2161292,2025-06-17,13.366666666666667,18.1,12.075,6
2161292,2025-06-18,15.808333333333332,27.1,24.875,6
2161292,2025-06-19,11.445833333333333,18.7,14.95,6
2161292,2025-06-20,13.025,21.6,10.8,6
2161292,2025-06-21,10.241666666666667,16.1,6.35,6
2161292,2025-06-22,6.966666666666666,9.0,4.125,6
2161292,2025-06-23,7.75,10.6,6.4,6
2161292,2025-06-24,7.929166666666667,13.5,5.225,6
2161292,2025-06-25,7.7375,10.7,5.325,6
2161292,2025-06-26,7.258333333333333,8.6,6.725,6
2161292,2025-06-27,8.020833333333334,12.8,4.725,6
2161292,2025-06-28,7.808333333333334,13.3,4.0,6
2161292,2025-06-29,10.779166666666667,16.2,5.9,6
2161292,2025-06-30,7.7749999999999995,11.1,4.15,6
2161292,2025-07-01,7.8500000000000005,12.7,3.2750000000000004,7
2161292,2025-07-02,6.6875,11.4,2.7,7
2161292,2025-07-03,6.3999999999999995,12.6,3.075,7
2161292,2025-07-04,7.895833333333333,10.3,7.5,7
2161292,2025-07-05,10.674999999999999,16.7,14.45,7
2161292,2025-07-06,10.616666666666667,17.8,15.375,7
2161292,2025-07-07,9.575000000000001,11.4,10.275,7
2161292,2025-07-08,12.887500000000001,17.2,15.25,7
2161292,2025-07-09,12.858333333333334,20.2,18.55,7
2161292,2025-07-10,9.658333333333333,16.3,7.75,7
2161292,2025-07-11,7.429166666666667,10.3,4.975,7
2161292,2025-07-12,7.8875,12.8,5.975,7
2161292,2025-07-13,8.366666666666665,11.5,6.625,7
2161292,2025-07-14,12.0625,17.9,8.35,7
2161292,2025-07-15,13.666666666666666,18.0,12.725,7
2161292,2025-07-16,7.891666666666667,13.2,4.2,7
2161292,2025-07-17,12.924999999999999,18.8,16.5,7
2161292,2025-07-18,15.6625,22.1,20.5,7
2161292,2025-07-19,14.7125,22.9,21.35,7
2161292,2025-07-20,10.929166666666667,17.3,9.575,7
2161292,2025-07-21,9.05,11.3,10.35,7
2161292,2025-07-22,6.0125,8.8,4.6499999999999995,7
2161292,2025-07-23,5.916666666666667,9.3,4.35,7
2161292,2025-07-24,5.170833333333333,9.8,2.775,7
2161292,2025-07-25,7.0249999999999995,14.8,3.15,7
2161292,2025-07-26,12.429166666666667,19.9,17.675,7
2161292,2025-07-27,10.233333333333333,13.2,11.475,7
2161292,2025-07-28,12.370833333333332,18.8,17.0,7
2161292,2025-07-29,13.65,25.0,21.3,7
2161292,2025-07-30,11.112499999999999,15.7,15.2,7
2161292,2025-07-31,10.029166666666667,13.7,9.45,7
2161292,2025-08-01,8.145833333333334,12.0,5.425,8
2161292,2025-08-02,10.195833333333333,14.3,12.025,8
2161292,2025-08-03,11.820833333333333,18.8,17.65,8
2161292,2025-08-04,8.612499999999999,15.0,9.625,8
2161292,2025-08-05,13.470833333333333,18.8,11.025,8
2161292,2025-08-06,17.724999999999998,20.2,16.45,8
2161292,2025-08-07,12.941666666666668,19.2,16.35,8
2161292,2025-08-08,10.033333333333333,13.0,10.95,8
2161292,2025-08-09,9.220833333333333,13.4,10.15,8
2161292,2025-08-10,6.516666666666667,8.9,4.85,8
2161292,2025-08-11,6.408333333333334,10.1,4.3,8
2161292,2025-08-12,6.770833333333333,11.6,3.65,8
2161292,2025-08-13,9.370833333333334,17.4,6.825,8
2161292,2025-08-14,9.975,15.4,9.5,8
2161292,2025-08-15,5.970833333333334,10.5,3.05,8
2161292,2025-08-16,6.958333333333333,13.6,3.25,8
2161292,2025-08-17,7.720833333333334,11.1,6.425,8
2161292,2025-08-18,9.1,13.2,8.175,8
2161292,2025-08-19,11.379166666666668,18.2,6.925,8
2161292,2025-08-20,11.450000000000001,15.9,9.775,8
