latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
20.06123,103.4346,367,0.36,0.57,2026-04-07,0703,N,VIIRS,h,2.0NRT,296.87,7.45,D
20.05992,103.42143,367,0.36,0.57,2026-04-07,0703,N,VIIRS,h,2.0NRT,295.41,11.15,D
20.23565,105.29359,331.29,0.47,0.64,2026-04-07,0703,N,VIIRS,n,2.0NRT,297.68,5.82,D
20.08688,103.69526,338.88,0.37,0.58,2026-04-07,0703,N,VIIRS,n,2.0NRT,299.26,4.71,D
20.06156,103.43793,335.4,0.36,0.57,2026-04-07,0703,N,VIIRS,n,2.0NRT,294.76,7.45,D
20.06023,103.42457,351.32,0.36,0.57,2026-04-07,0703,N,VIIRS,n,2.0NRT,295.61,11.15,D
20.05964,103.4186,332.64,0.36,0.57,2026-04-07,0703,N,VIIRS,n,2.0NRT,293.43,6.6,D
19.98989,102.72996,331.79,0.32,0.55,2026-04-07,0703,N,VIIRS,n,2.0NRT,294.75,1.69,D
19.90013,101.88089,346.7,0.56,0.52,2026-04-07,0703,N,VIIRS,n,2.0NRT,298.49,11.6,D
19.78282,100.8259,352.97,0.48,0.48,2026-04-07,0703,N,VIIRS,n,2.0NRT,300.1,8.56,D
19.64248,99.6334,340.93,0.4,0.45,2026-04-07,0703,N,VIIRS,n,2.0NRT,300.01,3.27,D
19.60437,99.32099,333.66,0.39,0.44,2026-04-07,0703,N,VIIRS,n,2.0NRT,298.31,4.12,D
20.10972,103.87331,367,0.38,0.59,2026-04-07,0703,N,VIIRS,h,2.0NRT,300.78,17.65,D
20.06558,103.4243,367,0.36,0.57,2026-04-07,0703,N,VIIRS,h,2.0NRT,296.36,11.15,D
20.11723,103.95092,332.52,0.39,0.59,2026-04-07,0703,N,VIIRS,n,2.0NRT,295.92,4.09,D
20.10936,103.86954,338.33,0.38,0.59,2026-04-07,0703,N,VIIRS,n,2.0NRT,296.48,7.01,D
20.08513,103.62178,332.15,0.37,0.58,2026-04-07,0703,N,VIIRS,n,2.0NRT,298.66,7.45,D
20.08474,103.61777,354.82,0.37,0.58,2026-04-07,0703,N,VIIRS,n,2.0NRT,299.25,8.45,D
20.0659,103.42751,337.2,0.36,0.57,2026-04-07,0703,N,VIIRS,n,2.0NRT,292.1,20.44,D
20.06526,103.42111,340.84,0.36,0.57,2026-04-07,0703,N,VIIRS,n,2.0NRT,290.27,11.15,D
20.02711,103.04234,340.12,0.34,0.56,2026-04-07,0703,N,VIIRS,n,2.0NRT,295.39,5.31,D
19.90494,101.88052,334.39,0.56,0.52,2026-04-07,0703,N,VIIRS,n,2.0NRT,295.65,11.6,D
20.11518,103.87254,367,0.38,0.59,2026-04-07,0703,N,VIIRS,h,2.0NRT,299.3,15.99,D
20.13468,104.07404,343.83,0.39,0.6,2026-04-07,0703,N,VIIRS,n,2.0NRT,295.43,22.03,D
20.13432,104.0703,346.77,0.39,0.6,2026-04-07,0703,N,VIIRS,n,2.0NRT,300.92,22.03,D
20.12824,104.00726,341.39,0.39,0.59,2026-04-07,0703,N,VIIRS,n,2.0NRT,296.02,4.95,D
20.14211,104.03516,367,0.39,0.59,2026-04-07,0703,N,VIIRS,h,2.0NRT,296.7,8.5,D
20.12126,103.8219,367,0.38,0.59,2026-04-07,0703,N,VIIRS,h,2.0NRT,300.1,13.57,D
20.12705,103.88084,342.94,0.38,0.59,2026-04-07,0703,N,VIIRS,n,2.0NRT,297.38,5.41,D
20.12096,103.81879,339.85,0.38,0.59,2026-04-07,0703,N,VIIRS,n,2.0NRT,296.54,8.72,D
20.10866,103.69427,339.18,0.37,0.58,2026-04-07,0703,N,VIIRS,n,2.0NRT,301.06,3.82,D
20.03986,103.01352,345.68,0.33,0.56,2026-04-07,0703,N,VIIRS,n,2.0NRT,295.18,3.36,D
20.0395,103.00999,334.94,0.33,0.56,2026-04-07,0703,N,VIIRS,n,2.0NRT,294.44,3.36,D
19.85887,101.33433,330.43,0.52,0.5,2026-04-07,0703,N,VIIRS,n,2.0NRT,297.52,140.59,D
19.85826,101.32887,341.24,0.52,0.5,2026-04-07,0703,N,VIIRS,n,2.0NRT,299.22,140.59,D
19.80066,100.82374,331.53,0.48,0.48,2026-04-07,0703,N,VIIRS,n,2.0NRT,299.54,4.67,D
20.12638,103.81792,367,0.38,0.59,2026-04-07,0703,N,VIIRS,h,2.0NRT,296.46,8.72,D
20.07664,103.32138,367,0.35,0.57,2026-04-07,0703,N,VIIRS,h,2.0NRT,295.14,55.76,D
20.12669,103.82104,336.13,0.38,0.59,2026-04-07,0703,N,VIIRS,n,2.0NRT,296.34,13.57,D
19.86332,101.33222,346.38,0.52,0.5,2026-04-07,0703,N,VIIRS,n,2.0NRT,306.84,140.59,D
19.79774,100.75954,345.47,0.48,0.48,2026-04-07,0703,N,VIIRS,n,2.0NRT,304.94,13.31,D
19.6641,99.63905,342.19,0.4,0.45,2026-04-07,0703,N,VIIRS,n,2.0NRT,300.71,4.78,D
19.6636,99.63495,333.93,0.4,0.45,2026-04-07,0703,N,VIIRS,n,2.0NRT,299.61,4.78,D
20.07633,103.31829,208,0.35,0.57,2026-04-07,0703,N,VIIRS,l,2.0NRT,301.6,55.76,D
20.0816,103.3176,336.42,0.35,0.57,2026-04-07,0703,N,VIIRS,n,2.0NRT,292.43,6.48,D
19.93752,101.95609,340.66,0.57,0.52,2026-04-07,0703,N,VIIRS,n,2.0NRT,298.82,20.31,D
19.87434,101.38831,353.54,0.52,0.5,2026-04-07,0703,N,VIIRS,n,2.0NRT,302.83,48.22,D
19.86779,101.33041,332.1,0.52,0.5,2026-04-07,0703,N,VIIRS,n,2.0NRT,297.15,20.39,D
19.8672,101.32516,332.86,0.52,0.5,2026-04-07,0703,N,VIIRS,n,2.0NRT,297.1,20.39,D
19.8097,100.82361,346.06,0.48,0.48,2026-04-07,0703,N,VIIRS,n,2.0NRT,305.76,90.5,D
19.80917,100.81904,314.15,0.48,0.48,2026-04-07,0703,N,VIIRS,l,2.0NRT,320.68,90.5,D
19.81367,100.81881,367,0.48,0.48,2026-04-07,0703,N,VIIRS,h,2.0NRT,305.15,90.5,D
19.94218,101.9541,355.8,0.57,0.52,2026-04-07,0703,N,VIIRS,n,2.0NRT,298.17,20.31,D
19.87949,101.39234,338.05,0.52,0.5,2026-04-07,0703,N,VIIRS,n,2.0NRT,297.84,48.22,D
19.87892,101.38732,347.35,0.52,0.5,2026-04-07,0703,N,VIIRS,n,2.0NRT,308.01,48.22,D
19.87166,101.32332,344.4,0.52,0.5,2026-04-07,0703,N,VIIRS,n,2.0NRT,302.17,20.39,D
19.63395,99.3279,330.61,0.39,0.44,2026-04-07,0703,N,VIIRS,n,2.0NRT,299.04,2.11,D
19.63345,99.32389,334.65,0.39,0.44,2026-04-07,0703,N,VIIRS,n,2.0NRT,300.28,2.55,D
20.18643,104.25926,367,0.4,0.6,2026-04-07,0703,N,VIIRS,h,2.0NRT,297.06,12.54,D
20.03387,102.70895,367,0.32,0.55,2026-04-07,0703,N,VIIRS,h,2.0NRT,299.81,10.03,D
20.03353,102.70572,367,0.32,0.55,2026-04-07,0703,N,VIIRS,h,2.0NRT,300.39,10.03,D
20.14776,103.81116,331.7,0.38,0.59,2026-04-07,0703,N,VIIRS,n,2.0NRT,295.27,5.26,D
20.0332,102.70258,347.62,0.32,0.55,2026-04-07,0703,N,VIIRS,n,2.0NRT,299.57,5.27,D
20.03286,102.69946,341.41,0.32,0.55,2026-04-07,0703,N,VIIRS,n,2.0NRT,297.36,5.27,D
19.94464,101.88818,353.12,0.56,0.52,2026-04-07,0703,N,VIIRS,n,2.0NRT,298.84,20.24,D
20.1495,103.7737,367,0.38,0.58,2026-04-07,0703,N,VIIRS,h,2.0NRT,296.43,26.97,D
20.14918,103.77047,337.11,0.38,0.58,2026-04-07,0703,N,VIIRS,n,2.0NRT,301.81,36.35,D
20.03849,102.70419,338.25,0.32,0.55,2026-04-07,0703,N,VIIRS,n,2.0NRT,300.43,7.88,D
20.03818,102.70121,337.04,0.32,0.55,2026-04-07,0703,N,VIIRS,n,2.0NRT,301.29,5.12,D
20.03788,102.69843,346.33,0.32,0.55,2026-04-07,0703,N,VIIRS,n,2.0NRT,300.48,5.12,D
20.03759,102.69569,344.13,0.32,0.54,2026-04-07,0703,N,VIIRS,n,2.0NRT,297.77,5.36,D
19.64979,99.35596,337.3,0.39,0.44,2026-04-07,0703,N,VIIRS,n,2.0NRT,299.01,7.93,D
19.64934,99.35234,338.47,0.39,0.44,2026-04-07,0703,N,VIIRS,n,2.0NRT,302.42,6.44,D
20.15458,103.7695,367,0.38,0.58,2026-04-07,0703,N,VIIRS,h,2.0NRT,294.69,36.35,D
20.0561,102.82098,367,0.33,0.55,2026-04-07,0703,N,VIIRS,h,2.0NRT,297.33,10.43,D
20.18726,104.09552,339.53,0.4,0.6,2026-04-07,0703,N,VIIRS,n,2.0NRT,294.53,47.64,D
20.18686,104.09151,349.28,0.39,0.6,2026-04-07,0703,N,VIIRS,n,2.0NRT,312.46,57.22,D
20.18646,104.08751,347.08,0.39,0.6,2026-04-07,0703,N,VIIRS,n,2.0NRT,297.39,57.22,D
20.1549,103.77266,331.58,0.38,0.58,2026-04-07,0703,N,VIIRS,n,2.0NRT,293.58,26.97,D
20.04325,102.70066,335.58,0.32,0.55,2026-04-07,0703,N,VIIRS,n,2.0NRT,297.9,5.12,D
20.04261,102.69478,344.2,0.32,0.54,2026-04-07,0703,N,VIIRS,n,2.0NRT,296.9,5.36,D
19.65337,99.35172,353.71,0.39,0.44,2026-04-07,0703,N,VIIRS,n,2.0NRT,304.96,6.44,D
20.19243,104.09105,367,0.39,0.6,2026-04-07,0703,N,VIIRS,h,2.0NRT,294.71,16.23,D
20.06173,102.82529,367,0.33,0.55,2026-04-07,0703,N,VIIRS,h,2.0NRT,294.97,20.87,D
20.0613,102.82129,353.1,0.33,0.55,2026-04-07,0703,N,VIIRS,n,2.0NRT,302.76,20.87,D
20.05207,102.73505,343.61,0.32,0.55,2026-04-07,0703,N,VIIRS,n,2.0NRT,297.69,9.04,D
20.05173,102.73194,330.27,0.32,0.55,2026-04-07,0703,N,VIIRS,n,2.0NRT,296.41,4.65,D
19.841,100.85886,333.98,0.48,0.48,2026-04-07,0703,N,VIIRS,n,2.0NRT,298.51,3.81,D
19.65742,99.3512,343.79,0.39,0.44,2026-04-07,0703,N,VIIRS,n,2.0NRT,296.79,5.59,D
20.16247,103.73898,333.32,0.37,0.58,2026-04-07,0703,N,VIIRS,n,2.0NRT,295.19,3.62,D
20.0569,102.73216,349.25,0.32,0.55,2026-04-07,0703,N,VIIRS,n,2.0NRT,300.52,4.65,D
20.05656,102.72902,354.97,0.32,0.55,2026-04-07,0703,N,VIIRS,n,2.0NRT,299.65,4.65,D
20.06169,102.7289,367,0.32,0.55,2026-04-07,0703,N,VIIRS,h,2.0NRT,300.58,8.1,D
20.06204,102.73214,339.95,0.32,0.55,2026-04-07,0703,N,VIIRS,n,2.0NRT,295.87,8.1,D
20.02543,102.39606,333.26,0.61,0.53,2026-04-07,0703,N,VIIRS,n,2.0NRT,296.68,4.65,D
20.02283,102.3724,340.49,0.61,0.53,2026-04-07,0703,N,VIIRS,n,2.0NRT,298.18,13.18,D
20.02235,102.36803,336.18,0.61,0.53,2026-04-07,0703,N,VIIRS,n,2.0NRT,298.73,10.63,D
19.50601,98.11937,333.37,0.5,0.41,2026-04-07,0703,N,VIIRS,l,2.0NRT,304.06,3.59,D
20.06723,102.73257,344.87,0.32,0.55,2026-04-07,0703,N,VIIRS,n,2.0NRT,295.45,8.1,D
20.06688,102.72935,353.2,0.32,0.55,2026-04-07,0703,N,VIIRS,n,2.0NRT,296.46,8.1,D
20.02793,102.37309,340.72,0.61,0.53,2026-04-07,0703,N,VIIRS,n,2.0NRT,298.1,13.18,D
20.02745,102.36871,342.99,0.61,0.53,2026-04-07,0703,N,VIIRS,n,2.0NRT,300.26,10.63,D
20.01565,102.26199,330.66,0.6,0.53,2026-04-07,0703,N,VIIRS,n,2.0NRT,297.76,4.24,D
19.9067,101.30272,339.45,0.52,0.5,2026-04-07,0703,N,VIIRS,n,2.0NRT,296.01,7.39,D
19.90609,101.2975,348.86,0.52,0.5,2026-04-07,0703,N,VIIRS,n,2.0NRT,298.91,7.39,D
20.18009,103.75017,367,0.37,0.58,2026-04-07,0703,N,VIIRS,h,2.0NRT,301.14,29.69,D
20.18118,103.76073,347.42,0.38,0.58,2026-04-07,0703,N,VIIRS,n,2.0NRT,294.99,5.31,D
19.88398,101.06857,331.33,0.5,0.49,2026-04-07,0703,N,VIIRS,n,2.0NRT,298.99,5.7,D
20.1384,103.29929,351.67,0.35,0.57,2026-04-07,0703,N,VIIRS,n,2.0NRT,295.15,5.06,D
20.13808,103.29629,343.24,0.35,0.57,2026-04-07,0703,N,VIIRS,n,2.0NRT,294.62,5.06,D
20.0799,102.75447,330.58,0.32,0.55,2026-04-07,0703,N,VIIRS,n,2.0NRT,295.39,2.85,D
19.99846,102.02009,349.96,0.58,0.52,2026-04-07,0703,N,VIIRS,n,2.0NRT,308.39,110.88,D
20.07205,102.63589,343.7,0.63,0.54,2026-04-07,0703,N,VIIRS,n,2.0NRT,298.6,9.61,D
20.00654,102.0481,334.76,0.58,0.52,2026-04-07,0703,N,VIIRS,n,2.0NRT,298.75,9.56,D
20.00589,102.04233,346.9,0.58,0.52,2026-04-07,0703,N,VIIRS,n,2.0NRT,299.27,9.56,D
20.00394,102.02516,340.03,0.58,0.52,2026-04-07,0703,N,VIIRS,n,2.0NRT,298.42,8.69,D
20.0033,102.01949,339.5,0.58,0.52,2026-04-07,0703,N,VIIRS,n,2.0NRT,300.07,8.69,D
20.01267,102.05882,344.02,0.58,0.52,2026-04-07,0703,N,VIIRS,n,2.0NRT,303.37,23.26,D
20.01208,102.05363,330.69,0.58,0.52,2026-04-07,0703,N,VIIRS,n,2.0NRT,298.66,23.26,D
19.56729,98.43642,330.86,0.52,0.41,2026-04-07,0703,N,VIIRS,n,2.0NRT,300.58,4.13,D
20.0176,102.05887,343.13,0.58,0.52,2026-04-07,0703,N,VIIRS,n,2.0NRT,298.51,16.44,D
20.01699,102.05347,352.86,0.58,0.52,2026-04-07,0703,N,VIIRS,n,2.0NRT,300.46,16.44,D
20.01567,102.04189,335.72,0.58,0.52,2026-04-07,0703,N,VIIRS,n,2.0NRT,299.08,7.65,D
19.82071,100.3922,332.6,0.45,0.47,2026-04-07,0703,N,VIIRS,n,2.0NRT,300.06,6.11,D
19.59671,98.62944,352.6,0.53,0.42,2026-04-07,0703,N,VIIRS,n,2.0NRT,308.41,5.56,D
19.59605,98.62444,336.56,0.53,0.42,2026-04-07,0703,N,VIIRS,l,2.0NRT,306.65,5.56,D
20.02186,102.05305,353.57,0.58,0.52,2026-04-07,0703,N,VIIRS,n,2.0NRT,300.85,16.44,D
19.85073,100.60156,346.3,0.47,0.47,2026-04-07,0703,N,VIIRS,n,2.0NRT,301.67,6.1,D
19.82554,100.39571,330.56,0.45,0.47,2026-04-07,0703,N,VIIRS,l,2.0NRT,304.04,5.25,D
19.60057,98.62891,334.84,0.53,0.42,2026-04-07,0703,N,VIIRS,l,2.0NRT,305.21,5.56,D
19.60176,98.60803,336.99,0.53,0.42,2026-04-07,0703,N,VIIRS,n,2.0NRT,305.41,3.26,D
19.59813,98.63163,330.36,0.53,0.42,2026-04-07,0703,N,VIIRS,l,2.0NRT,304.7,8.78,D
19.59751,98.62664,355.2,0.53,0.42,2026-04-07,0703,N,VIIRS,n,2.0NRT,308,8.78,D
20.02873,102.37165,344.51,0.61,0.53,2026-04-07,0703,N,VIIRS,n,2.0NRT,298.45,12.94,D
19.59947,98.61083,338.94,0.53,0.42,2026-04-07,0703,N,VIIRS,n,2.0NRT,305.05,4.7,D
19.99739,102.02319,345.1,0.58,0.52,2026-04-07,0703,N,VIIRS,n,2.0NRT,301.4,30.55,D
19.99681,102.01771,349.67,0.58,0.52,2026-04-07,0703,N,VIIRS,n,2.0NRT,301.64,31.24,D
20.17705,103.76012,349.59,0.38,0.58,2026-04-07,0703,N,VIIRS,n,2.0NRT,295.98,5.81,D
20.07816,102.75582,334.22,0.32,0.55,2026-04-07,0703,N,VIIRS,n,2.0NRT,294.56,2.89,D
20.00467,102.04571,330.55,0.58,0.52,2026-04-07,0703,N,VIIRS,n,2.0NRT,297.95,7.33,D
20.00403,102.03967,340.41,0.58,0.52,2026-04-07,0703,N,VIIRS,n,2.0NRT,299.18,5.24,D
20.00226,102.02295,355.53,0.58,0.52,2026-04-07,0703,N,VIIRS,n,2.0NRT,300.3,58.79,D
20.00162,102.01684,332.26,0.58,0.52,2026-04-07,0703,N,VIIRS,n,2.0NRT,299.64,26.12,D
19.82217,100.39282,337.91,0.45,0.47,2026-04-07,0703,N,VIIRS,n,2.0NRT,301.21,8.34,D
20.18148,103.74899,367,0.38,0.58,2026-04-07,0703,N,VIIRS,h,2.0NRT,300.96,29.24,D
20.13763,103.29816,367,0.35,0.57,2026-04-07,0703,N,VIIRS,h,2.0NRT,296.6,9.33,D
20.07086,102.63393,342.19,0.63,0.54,2026-04-07,0703,N,VIIRS,n,2.0NRT,298,8.91,D
20.00956,102.04553,332.4,0.58,0.52,2026-04-07,0703,N,VIIRS,n,2.0NRT,297.92,7.33,D
19.85067,100.60255,331.95,0.47,0.47,2026-04-07,0703,N,VIIRS,n,2.0NRT,299.72,3.54,D
19.85018,100.59822,338.58,0.47,0.47,2026-04-07,0703,N,VIIRS,n,2.0NRT,300.53,3.17,D
20.01565,102.05659,354.54,0.58,0.52,2026-04-07,0703,N,VIIRS,n,2.0NRT,304.22,45.49,D
20.01506,102.0511,333.37,0.58,0.52,2026-04-07,0703,N,VIIRS,n,2.0NRT,298.79,12.61,D
19.85613,100.61126,345,0.47,0.47,2026-04-07,0703,N,VIIRS,n,2.0NRT,301.52,10.23,D
19.84953,100.55375,341.65,0.46,0.47,2026-04-07,0703,N,VIIRS,n,2.0NRT,301.21,8.11,D
19.84902,100.5493,341.69,0.46,0.47,2026-04-07,0703,N,VIIRS,n,2.0NRT,299.79,8.11,D
19.83133,100.39591,332.86,0.45,0.47,2026-04-07,0703,N,VIIRS,n,2.0NRT,302.32,2.96,D
19.61426,98.60334,333.29,0.53,0.42,2026-04-07,0703,N,VIIRS,n,2.0NRT,305.26,2.42,D
19.87406,100.72878,367,0.47,0.48,2026-04-07,0703,N,VIIRS,h,2.0NRT,310.69,30.28,D
20.02054,102.05637,331.53,0.58,0.52,2026-04-07,0703,N,VIIRS,n,2.0NRT,298.38,45.49,D
20.01993,102.05068,341.52,0.58,0.52,2026-04-07,0703,N,VIIRS,n,2.0NRT,302.83,12.61,D
19.93005,101.2253,354.68,0.51,0.49,2026-04-07,0703,N,VIIRS,n,2.0NRT,306.4,167.69,D
19.92894,101.21536,337.55,0.51,0.49,2026-04-07,0703,N,VIIRS,n,2.0NRT,299.69,15.8,D
19.87546,100.74102,336.88,0.48,0.48,2026-04-07,0703,N,VIIRS,n,2.0NRT,300.04,7.22,D
19.87452,100.73283,343.23,0.48,0.48,2026-04-07,0703,N,VIIRS,n,2.0NRT,302.89,30.28,D
19.87356,100.72438,353.17,0.47,0.48,2026-04-07,0703,N,VIIRS,n,2.0NRT,310.96,44.26,D
19.86187,100.62227,342.12,0.47,0.48,2026-04-07,0703,N,VIIRS,n,2.0NRT,299.79,4.57,D
19.91258,101.02821,341.94,0.5,0.49,2026-04-07,0703,N,VIIRS,n,2.0NRT,300.1,23.18,D
19.91202,101.02324,353.24,0.5,0.49,2026-04-07,0703,N,VIIRS,n,2.0NRT,305.27,16.08,D
19.91146,101.01826,341.22,0.5,0.49,2026-04-07,0703,N,VIIRS,n,2.0NRT,300.6,16.08,D
19.87848,100.72801,339.89,0.47,0.48,2026-04-07,0703,N,VIIRS,n,2.0NRT,301.53,30.3,D
19.87796,100.72356,354.35,0.47,0.48,2026-04-07,0703,N,VIIRS,n,2.0NRT,307.37,40.9,D
19.6735,99.01224,337.15,0.56,0.43,2026-04-07,0703,N,VIIRS,n,2.0NRT,304.43,6.76,D
20.09089,102.63008,342.54,0.63,0.54,2026-04-07,0703,N,VIIRS,n,2.0NRT,296.37,8.71,D
20.05439,102.28187,352.26,0.6,0.53,2026-04-07,0703,N,VIIRS,n,2.0NRT,302.47,29.4,D
20.05386,102.27691,337.37,0.6,0.53,2026-04-07,0703,N,VIIRS,n,2.0NRT,298.72,9.32,D
19.91704,101.02698,341.32,0.5,0.49,2026-04-07,0703,N,VIIRS,n,2.0NRT,297.37,23.18,D
19.91649,101.02216,344.02,0.5,0.49,2026-04-07,0703,N,VIIRS,n,2.0NRT,297.47,16.08,D
19.91594,101.01726,340.79,0.5,0.49,2026-04-07,0703,N,VIIRS,n,2.0NRT,297.91,16.08,D
19.8823,100.72208,348.78,0.47,0.48,2026-04-07,0703,N,VIIRS,n,2.0NRT,307.07,40.9,D
19.64051,98.71738,330.23,0.54,0.42,2026-04-07,0703,N,VIIRS,l,2.0NRT,303.03,2.67,D
19.91023,100.92668,367,0.49,0.49,2026-04-07,0703,N,VIIRS,h,2.0NRT,300.52,48.33,D
20.21795,103.8414,331.22,0.38,0.59,2026-04-07,0703,N,VIIRS,n,2.0NRT,294.07,2.85,D
19.98644,101.60712,343.98,0.54,0.51,2026-04-07,0703,N,VIIRS,n,2.0NRT,298.3,23.89,D
19.9297,101.09827,339.92,0.5,0.49,2026-04-07,0703,N,VIIRS,n,2.0NRT,300.23,10.47,D
19.92705,101.07484,349.42,0.5,0.49,2026-04-07,0703,N,VIIRS,n,2.0NRT,312.03,65.25,D
19.90923,100.91787,340.24,0.49,0.48,2026-04-07,0703,N,VIIRS,n,2.0NRT,299.27,140.11,D
19.87329,100.60513,345.14,0.47,0.47,2026-04-07,0703,N,VIIRS,n,2.0NRT,300.95,8.15,D
19.85069,100.41087,330.63,0.45,0.47,2026-04-07,0703,N,VIIRS,n,2.0NRT,299.79,2.95,D
19.91369,100.917,367,0.49,0.48,2026-04-07,0703,N,VIIRS,h,2.0NRT,333.95,140.11,D
19.93154,101.07383,339.04,0.5,0.49,2026-04-07,0703,N,VIIRS,n,2.0NRT,299.6,65.25,D
19.92829,101.04516,333.23,0.5,0.49,2026-04-07,0703,N,VIIRS,n,2.0NRT,298.75,6.76,D
19.91415,100.92109,349.85,0.49,0.49,2026-04-07,0703,N,VIIRS,n,2.0NRT,300.26,140.11,D
20.1193,102.75526,367,0.32,0.55,2026-04-07,0703,N,VIIRS,h,2.0NRT,296.18,11.73,D
20.1189,102.7515,352.27,0.32,0.55,2026-04-07,0703,N,VIIRS,n,2.0NRT,293.06,7.24,D
20.10091,102.57954,352.38,0.63,0.54,2026-04-07,0703,N,VIIRS,n,2.0NRT,298.63,26.01,D
20.05768,102.17278,352.66,0.59,0.53,2026-04-07,0703,N,VIIRS,n,2.0NRT,299.68,16.26,D
20.2832,104.34416,333.91,0.41,0.61,2026-04-07,0703,N,VIIRS,n,2.0NRT,296.42,3.93,D
20.106,102.57958,345.15,0.63,0.54,2026-04-07,0703,N,VIIRS,n,2.0NRT,297.78,26.01,D
19.97115,101.34222,332.83,0.52,0.5,2026-04-07,0703,N,VIIRS,n,2.0NRT,299.85,2.72,D
19.95443,101.19414,343.01,0.51,0.49,2026-04-07,0703,N,VIIRS,n,2.0NRT,299.88,11.06,D
19.94048,101.07143,343.75,0.5,0.49,2026-04-07,0703,N,VIIRS,n,2.0NRT,304.96,67.77,D
19.9394,101.06197,349.28,0.5,0.49,2026-04-07,0703,N,VIIRS,n,2.0NRT,305.19,118.7,D
19.92383,100.88634,367,0.49,0.48,2026-04-07,0703,N,VIIRS,h,2.0NRT,308.7,10.32,D
19.92335,100.8822,367,0.49,0.48,2026-04-07,0703,N,VIIRS,h,2.0NRT,308.56,10.32,D
20.13195,102.7777,331.57,0.32,0.55,2026-04-07,0703,N,VIIRS,n,2.0NRT,296.11,6.73,D
20.13162,102.77458,355.76,0.32,0.55,2026-04-07,0703,N,VIIRS,n,2.0NRT,299.05,6.73,D
20.13129,102.77145,352.33,0.32,0.55,2026-04-07,0703,N,VIIRS,n,2.0NRT,298.07,6.13,D
20.08109,102.29806,339.8,0.6,0.53,2026-04-07,0703,N,VIIRS,n,2.0NRT,294.88,5.42,D
20.03919,101.91187,348.41,0.57,0.52,2026-04-07,0703,N,VIIRS,n,2.0NRT,310.36,109.52,D
20.03861,101.90656,337.05,0.57,0.52,2026-04-07,0703,N,VIIRS,n,2.0NRT,296.11,13.39,D
19.94493,101.07005,346.54,0.5,0.49,2026-04-07,0703,N,VIIRS,n,2.0NRT,311.64,128.09,D
19.94394,101.06135,354.85,0.5,0.49,2026-04-07,0703,N,VIIRS,n,2.0NRT,301.68,124.66,D
19.58176,98.10975,333.16,0.5,0.41,2026-04-07,0703,N,VIIRS,n,2.0NRT,303,3.57,D
20.13675,102.77429,367,0.32,0.55,2026-04-07,0703,N,VIIRS,h,2.0NRT,297.28,6.73,D
20.16557,103.05074,350.48,0.34,0.56,2026-04-07,0703,N,VIIRS,n,2.0NRT,292.83,6.83,D
20.13711,102.77772,338.84,0.32,0.55,2026-04-07,0703,N,VIIRS,n,2.0NRT,295.6,6.73,D
20.13639,102.77087,337.05,0.32,0.55,2026-04-07,0703,N,VIIRS,n,2.0NRT,293.97,6.13,D
20.0599,102.05644,342.17,0.58,0.52,2026-04-07,0703,N,VIIRS,n,2.0NRT,298.73,17,D
20.05919,102.04996,337.12,0.58,0.52,2026-04-07,0703,N,VIIRS,n,2.0NRT,297.62,17,D
19.92837,100.88625,352.97,0.49,0.48,2026-04-07,0703,N,VIIRS,n,2.0NRT,303.41,10.32,D
19.92785,100.88174,345.07,0.49,0.48,2026-04-07,0703,N,VIIRS,n,2.0NRT,302.34,10.32,D
19.97787,101.2775,336.83,0.52,0.5,2026-04-07,0703,N,VIIRS,n,2.0NRT,302.62,4.93,D
19.91203,100.66869,345.58,0.47,0.48,2026-04-07,0703,N,VIIRS,n,2.0NRT,302.78,63.85,D
19.94987,100.95378,349.98,0.49,0.49,2026-04-07,0703,N,VIIRS,n,2.0NRT,300.33,33.92,D
19.94936,100.94936,330.46,0.49,0.49,2026-04-07,0703,N,VIIRS,n,2.0NRT,299.31,33.92,D
19.60427,98.16441,334.76,0.5,0.41,2026-04-07,0703,N,VIIRS,n,2.0NRT,304.48,6.96,D
19.92054,100.66476,341.79,0.47,0.48,2026-04-07,0703,N,VIIRS,n,2.0NRT,300.55,10.31,D
20.13126,102.48331,331.53,0.62,0.54,2026-04-07,0703,N,VIIRS,n,2.0NRT,298.42,7.34,D
20.12861,102.45889,341.53,0.62,0.54,2026-04-07,0703,N,VIIRS,n,2.0NRT,297.82,12.2,D
19.93388,100.73956,349.94,0.48,0.48,2026-04-07,0703,N,VIIRS,n,2.0NRT,301.89,10.34,D
19.59575,98.04208,335.96,0.49,0.41,2026-04-07,0703,N,VIIRS,n,2.0NRT,301.16,8.09,D
20.14213,102.53681,345.53,0.62,0.54,2026-04-07,0703,N,VIIRS,n,2.0NRT,301.02,44.5,D
20.13222,102.44558,356.07,0.62,0.54,2026-04-07,0703,N,VIIRS,n,2.0NRT,299.68,20.55,D
19.96306,100.94923,351.8,0.49,0.49,2026-04-07,0703,N,VIIRS,n,2.0NRT,302.74,8.91,D
19.95786,100.90485,341.15,0.49,0.48,2026-04-07,0703,N,VIIRS,n,2.0NRT,300.47,10.18,D
19.9325,100.68993,333.56,0.47,0.48,2026-04-07,0703,N,VIIRS,n,2.0NRT,303.08,4.49,D
20.08912,102.0538,208,0.58,0.52,2026-04-07,0703,N,VIIRS,l,2.0NRT,318.94,336.48,D
