date,station,lat,lon,granule_count,mcd19a2_aod_047,mcd19a2_aod_055,mcd19a2_aod_uncertainty,mcd19a2_aod_qa,mcd19a2_column_wv
2023-01-01,HCM_1,10.7769,106.7009,1307,,,0.3014238666115475,1281.5,2527.7818657847606
2023-01-02,HCM_1,10.7769,106.7009,1283,,,0.18807916494419183,1283.0,1229.516604657572
2023-01-03,HCM_1,10.7769,106.7009,1301,,,0.2808466997381838,1282.0,1550.9287584401268
2023-01-04,HCM_1,10.7769,106.7009,1265,,,0.11924989665150888,1283.0,337.9018878324376
2023-01-05,HCM_1,10.7769,106.7009,1278,,,0.2728296127876533,1283.0,682.2432823480779
2023-01-06,HCM_1,10.7769,106.7009,1306,,,0.12090615957007027,1283.0,342.4756097560976
2023-01-07,HCM_1,10.7769,106.7009,1278,,,0.24454030591153372,1283.0,403.57771806531633
2023-01-08,HCM_1,10.7769,106.7009,1326,,,0.1666634973129392,1283.0,1059.3884525285932
2023-01-09,HCM_1,10.7769,106.7009,1277,,,0.16314530797850352,1283.0,1402.4205594598318
2023-01-10,HCM_1,10.7769,106.7009,1288,,,0.2615883974093979,1283.0,916.2488631665979
2023-01-11,HCM_1,10.7769,106.7009,1287,,,0.13341559873225853,1281.5,2465.4530797850352
2023-01-12,HCM_1,10.7769,106.7009,1279,,,0.3441361444122916,1282.0,3094.547126911947
2023-01-13,HCM_1,10.7769,106.7009,1327,,,0.159428000551192,1281.5,1607.6566074135317
2023-01-14,HCM_1,10.7769,106.7009,1271,,,0.24749710624224888,1283.0,1827.8447016673558
2023-01-15,HCM_1,10.7769,106.7009,1317,,,0.17754519774011304,1282.9205594598316,1127.763056359377
2023-01-16,HCM_1,10.7769,106.7009,1269,0.454,0.33,0.1427917183409122,1281.860410638005,2345.9217996417256
2023-01-17,HCM_1,10.7769,106.7009,1297,0.6687011161637042,0.48833360892930977,0.29632678792889633,1181.0215653851453,2721.3985117817283
2023-01-18,HCM_1,10.7769,106.7009,1311,,,0.09311864406779664,1281.5,807.8032244729227
2023-01-19,HCM_1,10.7769,106.7009,1283,0.3043691358024692,0.22020411522633748,0.405749965550503,1275.1178172798677,3696.0515364475673
2023-01-20,HCM_1,10.7769,106.7009,1334,,,0.13429647237150338,1281.0523632354964,614.6914014055394
2023-01-21,HCM_1,10.7769,106.7009,1303,0.1923995006242197,0.1382390761548065,0.2305360341739011,1243.807771806532,2893.4353038445643
2023-01-22,HCM_1,10.7769,106.7009,1378,,,0.17914241422075242,1283.0,497.1769326167838
2023-01-23,HCM_1,10.7769,106.7009,1342,,,0.1363250654540444,1283.0,1989.3750172247485
2023-01-24,HCM_1,10.7769,106.7009,1378,0.18398607748184015,0.13216142050040353,0.3257432134490838,1225.9755408571039,3161.4386109962797
2023-01-25,HCM_1,10.7769,106.7009,1390,,,,1280.0,
2023-01-26,HCM_1,10.7769,106.7009,1359,,,0.38865874328234806,1283.0,1309.2605759955907
2023-01-27,HCM_1,10.7769,106.7009,1421,,,0.12280487804878054,1282.9824307565111,2197.696568830095
2023-01-28,HCM_1,10.7769,106.7009,1346,,,0.22045445776491668,1283.0,1864.9346837536175
2023-01-29,HCM_1,10.7769,106.7009,1414,,,0.19885255615268016,1281.9882871710076,1462.1619815350696
2023-01-30,HCM_1,10.7769,106.7009,1368,,,0.1236135455422351,1283.0,1309.526801708695
2023-01-31,HCM_1,10.7769,106.7009,1406,0.2481027592768792,0.1789381541389153,0.3666413807358414,1264.4499104313077,3613.2799366129266
2023-01-01,HCM_2,10.8231,106.6297,1307,,,0.5789629476584022,1281.5,2518.530027548209
2023-01-02,HCM_2,10.8231,106.6297,1283,,,0.3394316804407714,1283.0,1313.6605371900826
2023-01-03,HCM_2,10.8231,106.6297,1301,,,0.3032752754820937,1282.0,1804.8781680440775
