date,station,lat,lon,granule_count,mcd19a2_aod_047,mcd19a2_aod_055,mcd19a2_aod_uncertainty,mcd19a2_aod_qa,mcd19a2_column_wv
2023-01-19,HCM_2,10.8231,106.6297,1283,0.3897948717948719,0.28191608391608397,0.4478086574654957,1225.688833124216,3606.8739021329993
2023-01-20,HCM_2,10.8231,106.6297,1334,,,0.1486900878293601,1282.0,382.3450439146801
2023-01-21,HCM_2,10.8231,106.6297,1303,0.05722584692597241,0.04076035131744041,0.3847227101631117,854.6666666666666,3789.106022584693
2023-01-22,HCM_2,10.8231,106.6297,1378,,,0.2861844416562108,1283.0,358.24215809284823
2023-01-23,HCM_2,10.8231,106.6297,1342,,,0.17974843161856965,1283.0,1618.9792973651192
2023-01-24,HCM_2,10.8231,106.6297,1378,0.388,0.281,0.6462647427854454,1265.1091593475533,2711.571518193225
2023-01-25,HCM_2,10.8231,106.6297,1390,,,,1280.0,
2023-01-26,HCM_2,10.8231,106.6297,1359,0.18499087591240876,0.1327992700729927,0.6557685069008784,972.5834378920955,2568.2045169385196
2023-01-27,HCM_2,10.8231,106.6297,1421,,,0.16867942283563364,1283.0,2440.2942283563366
2023-01-28,HCM_2,10.8231,106.6297,1346,0.083,0.059000000000000004,0.32606148055207035,1254.3989962358846,2834.317440401506
2023-01-29,HCM_2,10.8231,106.6297,1414,,,0.2976856963613551,1282.0,598.4404015056463
2023-01-30,HCM_2,10.8231,106.6297,1368,,,0.1699830614805521,1283.0,1506.0106649937266
2023-01-31,HCM_2,10.8231,106.6297,1406,0.3269736511919699,0.23641907151819327,0.6314422835633627,787.185069008783,3976.5652446675035
2023-01-01,HCM_3,10.7626,106.6602,1307,,,0.45257018633540363,1281.5,2501.9217391304346
2023-01-02,HCM_3,10.7626,106.6602,1283,,,0.26482981366459624,1283.0,1197.7118012422359
2023-01-03,HCM_3,10.7626,106.6602,1301,,,0.2786807453416149,1282.0,1482.3770186335403
2023-01-04,HCM_3,10.7626,106.6602,1265,,,0.21850186335403723,1283.0,342.2024844720497
2023-01-05,HCM_3,10.7626,106.6602,1278,,,0.2585304347826087,1283.0,620.8776397515527
2023-01-06,HCM_3,10.7626,106.6602,1306,,,0.21181863354037267,1283.0,438.2062111801242
2023-01-07,HCM_3,10.7626,106.6602,1278,,,0.30095031055900623,1283.0,616.0459627329191
2023-01-08,HCM_3,10.7626,106.6602,1326,,,0.25382422360248447,1283.0,1333.9062111801243
2023-01-09,HCM_3,10.7626,106.6602,1277,,,0.2413621118012422,1283.0,928.4124223602483
2023-01-10,HCM_3,10.7626,106.6602,1288,,,0.3287813664596273,1283.0,779.2527950310559
2023-01-11,HCM_3,10.7626,106.6602,1287,,,0.22576521739130434,1281.5,2378.4807453416147
2023-01-12,HCM_3,10.7626,106.6602,1279,,,0.32559503105590065,1282.0,3261.818633540372
2023-01-13,HCM_3,10.7626,106.6602,1327,,,0.2419701863354037,1281.5,1634.9242236024845
2023-01-14,HCM_3,10.7626,106.6602,1271,,,0.32559689440993783,1283.0,1780.9527950310558
2023-01-15,HCM_3,10.7626,106.6602,1317,,,0.2557018633540372,1283.0,812.9422360248445
2023-01-16,HCM_3,10.7626,106.6602,1269,,,0.20656894409937887,1282.973913043478,2078.5919254658384
2023-01-17,HCM_3,10.7626,106.6602,1297,0.558232298136646,0.40719130434782613,0.37024347826086956,641.963354037267,3077.505590062112
2023-01-18,HCM_3,10.7626,106.6602,1311,,,0.18569565217391304,1281.5,608.5478260869564
2023-01-19,HCM_3,10.7626,106.6602,1283,0.4451482889733841,0.32328136882129277,0.39938136645962724,1250.8757763975152,3498.252173913043
2023-01-20,HCM_3,10.7626,106.6602,1334,,,0.1508801242236025,1282.0,278.2614906832298
2023-01-21,HCM_3,10.7626,106.6602,1303,0.20310227272727274,0.1462059659090909,0.3240751552795031,1112.4443064182192,3277.706211180124
2023-01-22,HCM_3,10.7626,106.6602,1378,,,0.2588080745341615,1283.0,460.7248447204969
2023-01-23,HCM_3,10.7626,106.6602,1342,,,0.1891981366459627,1283.0,1897.872670807453
2023-01-24,HCM_3,10.7626,106.6602,1378,,,0.42673478260869563,1283.0,2605.251552795031
2023-01-25,HCM_3,10.7626,106.6602,1390,,,,1280.0,
2023-01-26,HCM_3,10.7626,106.6602,1359,,,0.46427577639751555,1283.0,1145.475155279503
2023-01-27,HCM_3,10.7626,106.6602,1421,,,0.15770683229813662,1282.9136645962733,2248.193167701863
2023-01-28,HCM_3,10.7626,106.6602,1346,,,0.3081124223602484,1283.0,1976.3590062111798
2023-01-29,HCM_3,10.7626,106.6602,1414,,,0.2731366459627329,1282.0,1593.2608695652173
2023-01-30,HCM_3,10.7626,106.6602,1368,,,0.17655714285714283,1283.0,1363.5608695652172
