location_id,location_name,latitude,longitude,date,no2_mean,co_mean,so2_mean,aer_ai_340_380_mean,no2_valid_pixels,co_valid_pixels,so2_valid_pixels,aer_ai_340_380_valid_pixels,ndvi_mean,ndbi_mean,ndwi_mean,s2_valid_pixels,no2_mean_was_missing,co_mean_was_missing,so2_mean_was_missing,aer_ai_340_380_mean_was_missing,ndvi_mean_was_missing,ndbi_mean_was_missing,ndwi_mean_was_missing,split
4946811,556 Nguyễn Văn Cừ,21.0491,105.8831,2024-01-29,0.25632740910385754,0.5402684832652487,0.9799775735268487,0.3713628240611679,0,4,0,156,-0.7515823501070918,0.720714208236876,0.6204119945661193,0,1,0,1,0,1,1,1,train
4946811,556 Nguyễn Văn Cừ,21.0491,105.8831,2024-01-30,0.25632740910385754,0.2016042502376374,0.9799775735268487,0.37665684606423216,0,7,0,156,-0.7515823501070918,0.720714208236876,0.6204119945661193,0,1,0,1,0,1,1,1,train
4946811,556 Nguyễn Văn Cừ,21.0491,105.8831,2024-01-31,0.25632740910385754,0.24084740016416906,0.9799775735268487,-0.4530130905685006,0,36,0,156,-0.7515823501070918,0.720714208236876,0.6204119945661193,0,1,0,1,0,1,1,1,train
4946811,556 Nguyễn Văn Cừ,21.0491,105.8831,2024-02-01,0.25632740910385754,-0.4541215836798293,0.9799775735268487,-0.18901597674650258,0,15,0,156,-0.7515823501070918,0.720714208236876,0.6204119945661193,0,1,0,1,0,1,1,1,train
4946811,556 Nguyễn Văn Cừ,21.0491,105.8831,2024-02-02,0.25632740910385754,-0.3397643492034408,0.9799775735268487,0.40914167195793694,5,154,16,149,-0.7515823501070918,0.720714208236876,0.6204119945661193,46161,0,0,0,0,0,0,0,train
4946811,556 Nguyễn Văn Cừ,21.0491,105.8831,2024-02-03,-0.17163181821320883,-0.2870792463561455,0.41901774298993505,0.9697964085320369,0,19,0,156,-0.7696314000282448,0.47919308245454495,0.6421718987956314,0,1,0,1,0,1,1,1,train
4946811,556 Nguyễn Văn Cừ,21.0491,105.8831,2024-02-04,-0.5995910455302752,-0.1001827016669513,-0.14194208754697857,-0.21314310379145426,132,150,148,156,-0.787680449949398,0.2376719566722139,0.6639318030251437,0,0,0,0,0,1,1,1,train
4946811,556 Nguyễn Văn Cừ,21.0491,105.8831,2024-02-05,-0.35344598724806237,-0.22708681339688028,-0.25260557611487994,-0.7282746426442751,77,156,127,156,-0.805729499870551,-0.0038491691101171116,0.6856917072546557,0,0,0,0,0,1,1,1,train
4946811,556 Nguyễn Văn Cừ,21.0491,105.8831,2024-02-06,-0.5465606516120914,-0.33748438802794745,-0.142693292152714,0.2725640758954035,0,73,0,156,-0.8237785497917041,-0.24537029489244816,0.7074516114841678,0,1,0,1,0,1,1,1,train
4946811,556 Nguyễn Văn Cừ,21.0491,105.8831,2024-02-07,-0.7396753159761208,-0.1954678972768049,-0.03278100819054805,0.6620860883990343,0,6,0,156,-0.841827599712857,-0.4868914206747792,0.7292115157136799,46161,1,0,1,0,0,0,0,train
4946811,556 Nguyễn Văn Cừ,21.0491,105.8831,2024-02-08,-0.9327899803401498,0.47823308509478696,0.07713127577161792,0.9519914520109055,0,0,0,156,-0.1722565674831112,-0.14115453186832663,0.05834974228535132,0,1,1,1,0,1,1,1,train
4946811,556 Nguyễn Văn Cừ,21.0491,105.8831,2024-02-09,-1.125904644704179,1.1519340674663783,0.18704355973378384,0.7685436031517582,0,2,0,156,0.4973144647466347,0.20458235693812593,-0.6125120311429774,0,1,0,1,0,1,1,1,train
4946811,556 Nguyễn Văn Cừ,21.0491,105.8831,2024-02-10,-1.3190193090682083,1.617773225794167,0.2969558436959498,-0.4246168351309501,122,124,146,156,1.1668854969763802,0.5503192457445785,-1.283373804571306,0,0,0,0,0,1,1,1,train
4946811,556 Nguyễn Văn Cừ,21.0491,105.8831,2024-02-11,-1.2377015066555819,1.2959779782388927,1.363080177865595,-0.5499412731448658,155,90,156,156,1.8364565292061266,0.8960561345510311,-1.9542355779996343,0,0,0,0,0,1,1,1,train
4946811,556 Nguyễn Văn Cừ,21.0491,105.8831,2024-02-12,0.20038048903819122,0.6991283235616317,1.7818153423137277,0.07712359965502308,150,148,156,156,2.506027561435872,1.2417930233574839,-2.625097351427963,46161,0,0,0,0,0,0,0,train
4946811,556 Nguyễn Văn Cừ,21.0491,105.8831,2024-02-13,-0.011875871587914602,0.8989481027318937,-0.6182545697059424,1.329241706179708,25,81,86,156,1.8981375505277622,1.149176031171192,-2.0095681045723763,0,0,0,0,0,1,1,1,train
4946811,556 Nguyễn Văn Cừ,21.0491,105.8831,2024-02-14,-0.013753438844379875,0.37682294832947083,-0.2588680893863399,0.7808235136930947,0,0,0,156,1.2902475396196529,1.0565590389849002,-1.3940388577167895,0,1,1,1,0,1,1,1,train
4946811,556 Nguyễn Văn Cừ,21.0491,105.8831,2024-02-15,-0.01563100610084562,-0.1453022060729515,0.10051839093326256,0.006635486362305536,0,3,0,156,0.682357528711543,0.9639420467986083,-0.7785096108612028,0,1,0,1,0,1,1,1,train
4946811,556 Nguyễn Văn Cừ,21.0491,105.8831,2024-02-16,-0.017508573357310892,0.3203345920643782,0.45990487125286506,-0.4477739989092865,15,50,35,156,0.07446751780343336,0.8713250546123165,-0.16298036400561608,0,0,0,0,0,1,1,1,train
4946811,556 Nguyễn Văn Cừ,21.0491,105.8831,2024-02-17,0.4001055535570321,0.5925365932133391,-0.728680974633179,0.6440113028009637,0,56,25,156,-0.5334224931046759,0.7787080624260246,0.45254888284997064,46161,1,0,0,0,0,0,0,train
4946811,556 Nguyễn Văn Cừ,21.0491,105.8831,2024-02-18,0.8177196804713751,0.2615484112916265,4.228981320402514,0.9788187212421108,18,58,47,152,-0.7011199245603416,0.47454697528055156,0.672634508978503,0,0,0,0,0,1,1,1,train
4946811,556 Nguyễn Văn Cừ,21.0491,105.8831,2024-02-19,0.6954962178781242,-0.07718400239314557,0.7596034776198891,1.6264544329787873,4,109,16,156,-0.8688173560160072,0.17038588813507857,0.8927201351070354,0,0,0,0,0,1,1,1,train
4946811,556 Nguyễn Văn Cừ,21.0491,105.8831,2024-02-20,0.5153652114716452,0.01767029146343654,-0.24772194208049828,1.101367467317155,3,94,14,156,-1.036514787471673,-0.1337751990103944,1.1128057612355677,0,0,0,0,0,1,1,1,train
