location_id,location_name,latitude,longitude,date,no2_mean,co_mean,so2_mean,aer_ai_340_380_mean,no2_valid_pixels,co_valid_pixels,so2_valid_pixels,aer_ai_340_380_valid_pixels,ndvi_mean,ndbi_mean,ndwi_mean,s2_valid_pixels,no2_mean_was_missing,co_mean_was_missing,so2_mean_was_missing,aer_ai_340_380_mean_was_missing,ndvi_mean_was_missing,ndbi_mean_was_missing,ndwi_mean_was_missing,split
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2024-01-29,0.09234293979794758,0.5402684832652487,0.5314868859613511,0.39291894524603055,0,2,0,156,-0.8884517339189166,0.6018043534812301,0.7166202513388875,0,1,0,1,0,1,1,1,train
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2024-01-30,0.09234293979794758,0.15635029357571725,0.5314868859613511,0.4124831285215272,0,8,0,156,-0.8884517339189166,0.6018043534812301,0.7166202513388875,0,1,0,1,0,1,1,1,train
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2024-01-31,0.09234293979794758,0.2015813415368285,0.5314868859613511,-0.4522823781390296,0,30,0,156,-0.8884517339189166,0.6018043534812301,0.7166202513388875,0,1,0,1,0,1,1,1,train
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2024-02-01,0.09234293979794758,-0.3766200852387993,0.5314868859613511,-0.12090336566549863,0,16,0,156,-0.8884517339189166,0.6018043534812301,0.7166202513388875,0,1,0,1,0,1,1,1,train
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2024-02-02,0.09234293979794758,-0.3383641912279674,0.5314868859613511,0.6315106257295464,11,155,27,149,-0.8884517339189166,0.6018043534812301,0.7166202513388875,45954,0,0,0,0,0,0,0,train
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2024-02-03,-0.24250416734461294,-0.20894557686190654,-1.4031710656078047,0.93291982774015,0,29,2,156,-0.8819205988717781,0.41400084400404336,0.7254025314688658,0,1,0,0,0,1,1,1,train
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2024-02-04,-0.5773512744871735,-0.08474469182713062,-0.028242269019836244,-0.23827883496463698,139,151,153,156,-0.8753894638246399,0.22619733452685667,0.7341848115988441,0,0,0,0,0,1,1,1,train
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2024-02-05,-0.25553659350253594,-0.20370875694663057,0.1748841126724022,-0.7200791965942765,89,156,135,156,-0.8688583287775015,0.03839382504966998,0.7429670917288225,0,0,0,0,0,1,1,1,train
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2024-02-06,-0.46892347814925284,-0.2941053994379808,-0.11983386508399893,0.316104128071066,0,86,2,156,-0.8623271937303629,-0.1494096844275167,0.7517493718588008,0,1,0,0,0,1,1,1,train
2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2024-02-07,-0.6823103627959697,-0.19126087800729355,-0.10004843815040947,0.7024899467913113,0,10,0,156,-0.8557960586832245,-0.3372131939047034,0.760531651988779,45954,1,0,1,0,0,0,0,train
