date,location_id,location_name,latitude,longitude,pm25_mean,pm25_std,pm25_min,pm25_max,pm25_hourly_count,co_mean,co_std,no2_mean,no2_std,o3_mean,o3_std,so2_mean,so2_std,pm25_missing_hours,pm25_was_interpolated,day_of_week,day_of_year,month,year,is_weekend,season,split
2025-07-03 00:00:00+00:00,4946812,Công viên Nhân Chính - Khuất Duy Tiến,21.0031,105.79470000000002,24.824551136363635,3.1141722890325765,21.08083333333333,29.446363636363632,8,1795.629074810606,654.0214832420786,41.80794696969697,6.267002659481871,14.467694444444446,11.868558525216544,6.213975378787879,0.5272920985301056,0,0,3,184,7,2025,0,summer,train
2025-07-04 00:00:00+00:00,4946812,Công viên Nhân Chính - Khuất Duy Tiến,21.0031,105.79470000000002,26.380433636964884,8.224133945715833,13.711111111111112,41.606,24,1598.464302293771,678.5723675325793,40.255382169913425,11.924504870385695,19.938548265392015,14.471695916458327,6.122251908970658,0.7858585600741386,0,0,4,185,7,2025,0,summer,train
2025-07-05 00:00:00+00:00,4946812,Công viên Nhân Chính - Khuất Duy Tiến,21.0031,105.79470000000002,27.189904521404518,7.951469747800958,11.79181818181818,39.15111111111111,24,1472.7800255080567,486.48507053551344,41.284059538840786,10.844441472864174,21.630906415343915,14.813490043659774,6.45754093013468,0.8749418562912188,0,0,5,186,7,2025,1,summer,train
2025-07-06 00:00:00+00:00,4946812,Công viên Nhân Chính - Khuất Duy Tiến,21.0031,105.79470000000002,19.935925189393938,4.108234739505861,14.38875,28.431818181818183,24,1339.903889520202,360.08700030215374,35.008726851851854,10.11676839979453,16.34333676046176,9.202554884236028,5.876013783670033,0.7254545815207826,0,0,6,187,7,2025,1,summer,train
2025-07-07 00:00:00+00:00,4946812,Công viên Nhân Chính - Khuất Duy Tiến,21.0031,105.79470000000002,26.60541412638288,8.477367416267427,14.597499999999998,45.166,24,1514.574114327802,528.1143500846287,36.19891765873016,10.160664690374883,22.13342759439634,19.399395229011663,6.476688071188072,0.9017662785249135,0,0,0,188,7,2025,0,summer,train
2025-07-08 00:00:00+00:00,4946812,Công viên Nhân Chính - Khuất Duy Tiến,21.0031,105.79470000000002,27.95124074074074,9.967572760548222,14.819090909090908,46.699,24,1563.502789877946,564.9620211385037,38.15204345538721,9.14979588372335,13.606193287037037,12.444988679830308,6.875012521043771,1.0369768984622443,0,0,1,189,7,2025,0,summer,train
2025-07-09 00:00:00+00:00,4946812,Công viên Nhân Chính - Khuất Duy Tiến,21.0031,105.79470000000002,30.44415449134199,9.846164335394011,11.375833333333333,48.79545454545455,24,1278.655824359668,391.75673488622976,37.4946155453343,11.099273646982116,19.68990924122174,7.5149667660885004,6.785865485209235,1.3830231032876217,0,0,2,190,7,2025,0,summer,train
2025-07-10 00:00:00+00:00,4946812,Công viên Nhân Chính - Khuất Duy Tiến,21.0031,105.79470000000002,18.70105793049543,5.869688832609755,10.2925,35.132222222222225,24,1797.7076887175326,772.550906776737,48.64753461700337,15.902348793632994,10.641708167989417,5.29651263054748,6.6471646675084175,1.1541954296327295,0,0,3,191,7,2025,0,summer,train
2025-07-11 00:00:00+00:00,4946812,Công viên Nhân Chính - Khuất Duy Tiến,21.0031,105.79470000000002,19.911683712121214,8.176500123155723,4.819999999999999,41.03,24,2056.551400462963,754.3185502200624,51.765529356060604,11.964657188445036,11.294632650913902,5.6892895803268155,6.603252735690236,0.6129294740280343,0,0,4,192,7,2025,0,summer,train
2025-07-12 00:00:00+00:00,4946812,Công viên Nhân Chính - Khuất Duy Tiến,21.0031,105.79470000000002,18.481551978114478,7.064147888405094,5.643636363636364,29.33454545454545,24,1665.4458794191921,481.58179225669676,42.92617697811448,9.876246524364696,18.41676881914382,10.882660917679596,6.556508417508418,0.9067210613271478,0,0,5,193,7,2025,1,summer,train
2025-07-13 00:00:00+00:00,4946812,Công viên Nhân Chính - Khuất Duy Tiến,21.0031,105.79470000000002,29.298041606541606,8.32809039636909,15.48,48.062,24,1699.9401674783549,331.9655683836439,47.02679673220299,8.692498495745516,18.763271434583935,10.297952099178987,6.388215247715248,0.9539115958625074,0,0,6,194,7,2025,1,summer,train
2025-07-14 00:00:00+00:00,4946812,Công viên Nhân Chính - Khuất Duy Tiến,21.0031,105.79470000000002,35.29908067279943,8.64365144890934,20.75111111111111,53.02272727272727,24,2631.4362437920877,1009.3357089734604,51.76261921296296,17.039510030488344,21.315284226190474,15.994931012548927,6.980875,0.6451665339268812,0,0,0,195,7,2025,0,summer,train
2025-07-15 00:00:00+00:00,4946812,Công viên Nhân Chính - Khuất Duy Tiến,21.0031,105.79470000000002,34.467016865079366,16.101102853629115,9.48125,62.07363636363636,24,1695.0993417959355,724.5079853521863,38.92405932840308,10.592474542010242,25.259824494949495,13.275460436507373,6.487794477513227,1.175889579199789,0,0,1,196,7,2025,0,summer,train
2025-07-16 00:00:00+00:00,4946812,Công viên Nhân Chính - Khuất Duy Tiến,21.0031,105.79470000000002,20.41165570887446,5.5519364594524845,7.225,29.77,24,1392.9302336309522,374.8686801885428,34.64375199915825,8.47931002348847,18.21736789021164,10.836719486142838,6.2480881734006735,0.8858515275268729,0,0,2,197,7,2025,0,summer,train
2025-07-17 00:00:00+00:00,4946812,Công viên Nhân Chính - Khuất Duy Tiến,21.0031,105.79470000000002,27.03385358044733,6.444087408619713,15.6825,37.35142857142858,24,1382.297608089827,381.05039738455497,38.47772228234728,7.906688610336036,20.34243704906205,14.106176191598982,6.659076674482924,1.0821119682270732,0,0,3,198,7,2025,0,summer,train
2025-07-18 00:00:00+00:00,4946812,Công viên Nhân Chính - Khuất Duy Tiến,21.0031,105.79470000000002,25.88869357263107,6.7929961945249335,13.714444444444442,40.26875,24,1856.968325246513,608.6177769185003,47.63849890271766,11.11909117450057,9.386566032347282,7.899037207041045,7.231542027417028,1.3492117437321842,0,0,4,199,7,2025,0,summer,train
2025-07-19 00:00:00+00:00,4946812,Công viên Nhân Chính - Khuất Duy Tiến,21.0031,105.79470000000002,34.25281936928812,21.814103218104577,10.095000000000002,78.04,24,1736.8046881914381,609.6164103715703,44.41889747174122,13.836732653844233,16.27044902898028,5.998070698062642,6.359934914622414,0.7846560129540219,6,0,5,200,7,2025,1,summer,train
2025-07-20 00:00:00+00:00,4946812,Công viên Nhân Chính - Khuất Duy Tiến,21.0031,105.79470000000002,28.731398644179894,9.27381851473239,10.708571428571428,48.3325,24,1732.207247850529,238.08783868400087,40.40191154100529,9.83782817820471,15.253832671957673,11.319770455745498,6.1720264550264545,0.7400600142801682,0,0,6,201,7,2025,1,summer,train
2025-07-21 00:00:00+00:00,4946812,Công viên Nhân Chính - Khuất Duy Tiến,21.0031,105.79470000000002,17.836815446127947,8.317784854681877,2.87,33.47272727272728,24,1784.9704969486531,888.1526614877416,42.93634430239899,8.197357057201577,13.915597718253968,7.77484317215561,6.009569128787878,0.6861043169119653,0,0,0,202,7,2025,0,summer,train
2025-07-22 00:00:00+00:00,4946812,Công viên Nhân Chính - Khuất Duy Tiến,21.0031,105.79470000000002,6.822618807118807,4.03002503334796,1.09,15.234285714285711,24,1066.0920520683019,428.27355146607596,35.62578439202884,10.15677823354557,17.121739087301588,8.827291720961181,5.271955567580568,0.39108273369519675,1,0,1,203,7,2025,0,summer,train
2025-07-23 00:00:00+00:00,4946812,Công viên Nhân Chính - Khuất Duy Tiến,21.0031,105.79470000000002,13.753962542087542,5.8765300340643325,3.238181818181818,25.972222222222225,24,1562.3066565656566,529.9100248084019,28.315224481658692,12.116199409889562,15.545728760822511,9.923417676494056,6.028346906565656,0.466512637513239,0,0,2,204,7,2025,0,summer,train
2025-07-24 00:00:00+00:00,4946812,Công viên Nhân Chính - Khuất Duy Tiến,21.0031,105.79470000000002,14.301280212842713,6.325759244354689,2.6580000000000004,24.852222222222217,24,1469.2474537187352,373.06767131242526,33.06594432419433,9.349316393063951,10.840076554232803,7.09851445949221,6.054603144540645,1.0893364231639417,0,0,3,205,7,2025,0,summer,train
2025-07-25 00:00:00+00:00,4946812,Công viên Nhân Chính - Khuất Duy Tiến,21.0031,105.79470000000002,26.90664995189995,7.590052081426973,15.251428571428573,40.322,24,1752.256523253367,541.9804436993728,38.009182945526696,17.405115278129035,13.517039006132757,6.532718778346839,5.825864297739297,0.44151176271559356,0,0,4,206,7,2025,0,summer,train
2025-07-26 00:00:00+00:00,4946812,Công viên Nhân Chính - Khuất Duy Tiến,21.0031,105.79470000000002,26.081437394781148,11.580408153796752,6.296666666666667,41.49454545454545,24,1735.601119784151,455.03482905096587,40.119357744107745,12.415806450213585,19.088481767075518,12.688731212917439,6.136554413179414,0.6954193366832927,0,0,5,207,7,2025,1,summer,train
2025-07-27 00:00:00+00:00,4946812,Công viên Nhân Chính - Khuất Duy Tiến,21.0031,105.79470000000002,26.988546356421356,7.472574100680706,9.46909090909091,36.74250000000001,24,1484.3910197210198,411.3517849180524,34.82670277176527,11.319755128334412,18.231183862433863,11.63221844738236,5.970344095719096,0.7880070256566404,0,0,6,208,7,2025,1,summer,train
2025-07-28 00:00:00+00:00,4946812,Công viên Nhân Chính - Khuất Duy Tiến,21.0031,105.79470000000002,38.75276373857624,6.623555024517194,27.386000000000003,52.532,24,2072.578123526936,740.9456771781321,53.321001097282355,12.260901485804588,13.379385266354015,8.220353670854363,6.358547348484849,1.0321164636255138,1,0,0,209,7,2025,0,summer,train
2025-07-29 00:00:00+00:00,4946812,Công viên Nhân Chính - Khuất Duy Tiến,21.0031,105.79470000000002,42.29406262025012,16.616408193008105,17.415833333333335,70.77636363636363,24,1726.9992711940838,457.170341913283,41.23268961940837,10.994181708991272,15.225728445165943,7.958832128648209,6.964545168951418,1.5793995586055007,0,0,1,210,7,2025,0,summer,train
2025-07-30 00:00:00+00:00,4946812,Công viên Nhân Chính - Khuất Duy Tiến,21.0031,105.79470000000002,25.42545677008177,14.209992780712945,2.53,50.79444444444445,24,1690.4037154731843,503.8476731143867,44.054082025613276,13.4459338642552,14.208605203823955,7.210328667135411,6.940832942520443,1.7976287781576192,0,0,2,211,7,2025,0,summer,train
2025-07-31 00:00:00+00:00,4946812,Công viên Nhân Chính - Khuất Duy Tiến,21.0031,105.79470000000002,21.70046714165464,10.67903638826067,4.076666666666667,44.01454545454546,24,1737.2499434223184,805.7779455143665,40.0713529491342,8.848911887841881,15.139154386123137,7.022569756277391,6.397883868446368,1.0211997545109022,0,0,3,212,7,2025,0,summer,train
2025-08-01 00:00:00+00:00,4946812,Công viên Nhân Chính - Khuất Duy Tiến,21.0031,105.79470000000002,17.66228197150072,6.640753451863239,1.7266666666666663,28.514444444444443,24,1851.0950641534391,668.561650193292,41.9787524500962,15.183242260485438,13.553443317099566,6.857858026823532,6.6359454966329965,1.0722407635210442,0,0,4,213,8,2025,0,summer,train
2025-08-02 00:00:00+00:00,4946812,Công viên Nhân Chính - Khuất Duy Tiến,21.0031,105.79470000000002,30.12899470899471,6.839444276560821,16.568181818181817,40.66125,24,1760.5994383718134,533.0549123760276,37.62867058982684,13.120284596576742,19.52775671897547,12.933737296876496,6.621193317099568,1.2436224186434666,0,0,5,214,8,2025,1,summer,train
2025-08-03 00:00:00+00:00,4946812,Công viên Nhân Chính - Khuất Duy Tiến,21.0031,105.79470000000002,15.774767421236172,8.5482766556714,4.072727272727272,34.724000000000004,24,1455.9306303060366,434.87735401535343,33.77919808201058,8.66398437674199,8.008407196969697,6.738596277310524,7.424901109307359,2.572169538312765,0,0,6,215,8,2025,1,summer,train
2025-08-04 00:00:00+00:00,4946812,Công viên Nhân Chính - Khuất Duy Tiến,21.0031,105.79470000000002,18.500146194083694,6.811738781371747,9.349,33.977272727272734,24,1670.306066708754,716.5472808083362,37.11350529100529,9.605740861334718,5.1422223575036075,2.1967484049972636,7.000208077801827,1.3492449675892315,0,0,0,216,8,2025,0,summer,train
2025-08-05 00:00:00+00:00,4946812,Công viên Nhân Chính - Khuất Duy Tiến,21.0031,105.79470000000002,18.674227392977393,8.960036879026344,1.4163636363636365,31.908,24,1663.548264865921,557.7731363411257,36.79366075937951,14.352067163332542,10.537576809764309,7.620293130779799,6.359781084656085,1.2196760348571787,0,0,1,217,8,2025,0,summer,train
2025-08-06 00:00:00+00:00,4946812,Công viên Nhân Chính - Khuất Duy Tiến,21.0031,105.79470000000002,19.13829558982684,10.10071712868923,1.83,32.045,24,1668.5836617063494,499.0610256124636,32.66836888227513,5.908894495641562,17.64642533970659,9.744090007767776,5.669527206589707,0.39670825277149996,0,0,2,218,8,2025,0,summer,train
2025-08-07 00:00:00+00:00,4946812,Công viên Nhân Chính - Khuất Duy Tiến,21.0031,105.79470000000002,26.60167355098605,9.929607721871669,2.3489999999999998,41.45875,24,1878.22542751924,621.7424530784696,41.820511498917746,9.549000645255326,14.752756328162578,8.864852287448295,6.235379764911015,0.8969535745441293,0,0,3,219,8,2025,0,summer,train
