hcho_valid_pixels,hcho_mean,hcho_std,hcho_min,hcho_max,hcho_median,location_id,date
0,,,,,,2161306,2024-02-06
0,,,,,,2161306,2024-02-07
0,,,,,,2161306,2024-02-08
0,,,,,,2161306,2024-02-09
120,0.00015443410666193813,0.00010036209278041497,-0.00011511958291521296,0.0003729902964551002,0.00014702547923661768,2161306,2024-02-10
156,0.0001983399415621534,0.00011828197602881119,-0.00011398558126529679,0.0004847257805522531,0.0001993043697439134,2161306,2024-02-11
156,0.0002123295998899266,0.0001036932590068318,-2.138064337486867e-05,0.00043980113696306944,0.00021192383428569883,2161306,2024-02-12
129,0.00012375395454000682,8.591319783590734e-05,-0.00012770410103257746,0.00038155537913553417,0.00010990200826199725,2161306,2024-02-13
0,,,,,,2161306,2024-02-14
0,,,,,,2161306,2024-02-15
11,0.00016346284246537834,6.449575448641554e-05,4.489303319132887e-05,0.0002782959782052785,0.0001699081331025809,2161306,2024-02-16
29,0.00014197595010045916,6.290227611316368e-05,3.412567821214907e-05,0.00029353058198466897,0.00015046446060296148,2161306,2024-02-17
96,0.000226255739107728,0.0002538342960178852,-0.00027603813214227557,0.0009661804069764912,0.00015617850294802338,2161306,2024-02-18
57,0.0003001212899107486,0.00016175366181414574,6.462523015215993e-05,0.0006999385659582913,0.00024734626640565693,2161306,2024-02-19
50,0.0002180233714170754,0.00012798143143299967,-0.0001771993120200932,0.000578682404011488,0.00019045699445996433,2161306,2024-02-20
53,0.00021551288955379277,8.675948629388586e-05,6.964512431295589e-05,0.00047608144814148545,0.00020809668058063835,2161306,2024-02-21
2,0.00012304290430620313,0.0,0.00012304290430620313,0.00012304290430620313,0.00012304290430620313,2161306,2024-02-22
0,,,,,,2161306,2024-02-23
0,,,,,,2161306,2024-02-24
0,,,,,,2161306,2024-02-25
0,,,,,,2161306,2024-02-26
0,,,,,,2161306,2024-02-27
0,,,,,,2161306,2024-02-28
0,,,,,,2161306,2024-02-29
0,,,,,,2161306,2024-03-01
36,0.00012356751540210098,7.927920523798093e-05,-1.9548475393094122e-05,0.0003382386057637632,0.00012350264296401292,2161306,2024-03-02
8,0.00015075884584803134,3.3249878470087424e-05,9.371232590638101e-05,0.00020635819237213582,0.00015357419033534825,2161306,2024-03-03
11,0.00037307964521460235,8.921415428631008e-05,0.0002665016509126872,0.0006012353114783764,0.00035625422606244683,2161306,2024-03-04
146,0.0002772467560134828,0.00019227928714826703,-0.00013706776371691376,0.0007719696732237935,0.0003007217892445624,2161306,2024-03-05
96,0.000257098552538082,9.362948912894353e-05,7.125377305783331e-05,0.0004944616230204701,0.0002481489791534841,2161306,2024-03-06
14,0.00014799485506955534,6.62660168018192e-05,3.903028118656948e-05,0.00032639410346746445,0.00014840997755527496,2161306,2024-03-07
0,,,,,,2161306,2024-03-08
0,,,,,,2161306,2024-03-09
0,,,,,,2161306,2024-03-10
146,0.00020832332666032016,0.00012635145685635507,-5.1479444664437324e-05,0.000663272337988019,0.00022084900410845876,2161306,2024-03-11
0,,,,,,2161306,2024-03-15
2,0.00017385608225595206,0.0,0.00017385608225595206,0.00017385608225595206,0.00017385608225595206,2161306,2024-03-16
0,,,,,,2161306,2024-03-17
0,,,,,,2161306,2024-03-18
0,,,,,,2161306,2024-03-19
0,,,,,,2161306,2024-03-20
140,0.0001835465955082327,0.00013401189062278718,-0.00013368607324082404,0.0005696425214409828,0.00017680376186035573,2161306,2024-03-21
0,,,,,,2161306,2024-03-22
0,,,,,,2161306,2024-03-23
2,0.00021555752027779818,0.0,0.00021555752027779818,0.00021555752027779818,0.00021555752027779818,2161306,2024-03-24
134,0.00020273747213650495,7.685431046411395e-05,6.48570348857902e-05,0.0004442962817847729,0.00019588567374739796,2161306,2024-03-25
17,0.00011616614938247949,8.724528743186966e-05,-4.974578587280121e-06,0.00024028593907132745,7.991189340827987e-05,2161306,2024-03-26
64,0.00027404577122069895,0.00013351842062547803,3.937680958188139e-05,0.000519412278663367,0.0002809040015563369,2161306,2024-03-27
0,,,,,,2161306,2024-03-28
0,,,,,,2161306,2024-03-29
16,0.0002329653361812234,8.39616113808006e-05,9.845498425420374e-06,0.0003825695894192904,0.0002319990744581446,2161306,2024-03-30
156,0.0004611371550709009,0.00019612601317930967,0.00017200432193931192,0.0009675639448687434,0.00043070450192317367,2161306,2024-03-31
156,0.00047107753925956786,0.00021792744519189,-1.916845576488413e-05,0.001043948926962912,0.0004410010005813092,2161306,2024-04-01
156,0.0005128823686391115,0.00014761877537239343,3.5445747926132753e-05,0.0008703643688932061,0.000538894790224731,2161306,2024-04-02
156,0.000592476106248796,0.00014117220416665077,0.00023161902208812535,0.000971482542809099,0.0005991379730403423,2161306,2024-04-03
63,0.00032751314574852586,8.581985457567498e-05,0.00014824181562289596,0.0007687542820349336,0.0003245804982725531,2161306,2024-04-04
13,0.00046140793710947037,5.183889516047202e-05,0.00038954641786403954,0.0005472740740515292,0.00047473300946876407,2161306,2024-04-05
40,0.00029164963052608073,9.994461288442835e-05,8.050012547755614e-05,0.0004538425419013947,0.00029940876993350685,2161306,2024-04-06
0,,,,,,2161306,2024-04-07
0,,,,,,2161306,2024-04-08
0,,,,,,2161306,2024-04-09
0,,,,,,2161306,2024-04-10
10,0.00021665084932465106,1.4924122297088616e-05,0.00019686481391545385,0.00023622679873369634,0.00021417762036435306,2161306,2024-04-11
36,0.00020551953639369458,4.4640455598710105e-05,0.00014894922787789255,0.0002936094824690372,0.00019380790763534606,2161306,2024-04-12
13,0.00012319644156377763,0.00012659795174840838,-0.00027654110454022884,0.00022781708685215563,0.00013199049863032997,2161306,2024-04-13
11,0.0003918078728020191,0.00013520961510948837,0.00024463830050081015,0.0006310077733360231,0.00037977396277710795,2161306,2024-04-14
0,,,,,,2161306,2024-04-15
156,0.00027330746524967253,0.0001169128154288046,-4.680170968640596e-05,0.0005922357668168843,0.0002813648898154497,2161306,2024-04-16
47,0.00020393746672198176,6.241305527510121e-05,3.399519846425392e-05,0.0002988081250805408,0.0002033408818533644,2161306,2024-04-17
156,0.000367076339898631,0.00011356677714502439,-1.012558368529426e-05,0.0005772910080850124,0.00036925438325852156,2161306,2024-04-18
45,0.00043701252434402704,0.00016727647744119167,0.0001884112280094996,0.0008686336223036051,0.0004090972652193159,2161306,2024-04-19
156,0.0004107709974050522,0.00010643084533512592,0.00018207628454547375,0.0007612754707224667,0.00040267303120344877,2161306,2024-04-20
156,0.0003305029240436852,0.0001218719407916069,7.162903057178482e-05,0.0006162424106150866,0.0003356587258167565,2161306,2024-04-26
156,0.0003169424890074879,0.0001241611607838422,4.151976099819876e-05,0.0006119267200119793,0.0003409144119359553,2161306,2024-04-27
156,0.0004533481551334262,0.00013530542491935194,0.0001875702728284523,0.0007668119505979121,0.00046355996164493263,2161306,2024-04-28
156,0.0005098780966363847,0.00012281212548259646,0.00024398717505391687,0.0008086563320830464,0.0005060569383203983,2161306,2024-04-29
156,0.0006023475434631109,0.00013959234638605267,0.00027320272056385875,0.001001741853542626,0.0006007984047755599,2161306,2024-04-30
0,,,,,,2161306,2024-05-01
0,,,,,,2161306,2024-05-02
0,,,,,,2161306,2024-05-03
149,0.0002271902485517785,0.00011214482947252691,3.22691812471021e-05,0.0006034407997503877,0.0001962861861102283,2161306,2024-05-04
16,0.0002446731668896973,6.0715221479767933e-05,0.00012526681530289352,0.00032866746187210083,0.00025874158018268645,2161306,2024-05-05
23,0.00017605943139642477,7.390015525743365e-05,6.439678691094741e-05,0.00030237421742640436,0.0001596282236278057,2161306,2024-05-06
0,,,,,,2161306,2024-05-07
19,7.241238927235827e-05,0.00013677144306711853,-0.00011065108992625028,0.00037125544622540474,2.1450232452480122e-05,2161306,2024-05-08
56,0.00011479878594400361,4.795126733370125e-05,1.0293154446117114e-05,0.00022427484509535134,0.00011190620716661215,2161306,2024-05-09
47,0.00019312473887111992,0.00010940038919216022,-6.328462768578902e-05,0.00046865397598594427,0.00019667454762384295,2161306,2024-05-10
98,0.0002236326690763235,9.914718248182908e-05,-8.433160473941825e-06,0.00047091604210436344,0.00020577030954882503,2161306,2024-05-11
62,0.0002626617206260562,0.00010458377801114693,-5.749202955485089e-06,0.0005983582232147455,0.00026798780891112983,2161306,2024-05-12
0,,,,,,2161306,2024-05-13
119,0.00018904639000538737,7.517058838857338e-05,2.762553413049318e-05,0.00038639921694993973,0.00017900059174280614,2161306,2024-05-14
0,,,,,,2161306,2024-05-15
8,8.378196798730642e-05,0.00014738479512743652,-0.00010787646897369996,0.00033036741660907865,4.724820610135794e-05,2161306,2024-05-16
6,0.00018534588161855936,4.467235703486949e-05,0.0001265478495042771,0.0002349163987673819,0.00019379571313038468,2161306,2024-05-17
0,,,,,,2161306,2024-05-18
13,0.00033730160794220865,0.00027150020468980074,-0.00021662903600372374,0.0006116137956269085,0.00039272932917810977,2161306,2024-05-19
0,,,,,,2161306,2024-05-20
84,0.0002634266566019505,0.00011722117778845131,8.687732770340517e-05,0.0005849615554325283,0.00023651280207559466,2161306,2024-05-21
46,0.0002207845391239971,7.217367237899452e-05,0.0001048207632265985,0.0003654889587778598,0.00020597974071279168,2161306,2024-05-22
0,,,,,,2161306,2024-05-23
80,0.0001689586351858452,9.71331464825198e-05,-0.00018060790898744017,0.000394323404179886,0.00016336445696651936,2161306,2024-05-24
0,,,,,,2161306,2024-05-25
97,0.00013388627849053591,0.00013830001989845186,-0.00020637430134229362,0.0004719301941804588,0.00014596960681956261,2161306,2024-05-26
136,0.00020931645121891052,0.00010530980944167823,-2.4879618649720214e-05,0.0005204925546422601,0.00020204005704727024,2161306,2024-06-02
118,0.0002552990918047726,0.00013810914242640138,5.199368024477735e-05,0.0007039104821160436,0.00023332290584221482,2161306,2024-06-03
4,0.0002651349641382694,0.00012821887503378093,0.00014234049012884498,0.00048052880447357893,0.00021883525187149644,2161306,2024-06-04
0,,,,,,2161306,2024-06-05
4,3.7270998291205615e-05,0.00013999512884765863,-0.00010797251889016479,0.0002019504172494635,2.755304376478307e-05,2161306,2024-06-06
4,0.00015734496992081404,0.00013591123570222408,-5.273616625345312e-05,0.0003268143336754292,0.00017765085794962943,2161306,2024-06-07
0,,,,,,2161306,2024-06-08
0,,,,,,2161306,2024-06-09
0,,,,,,2161306,2024-06-10
93,0.0002125730534316972,0.0001285405014641583,-5.706316733267158e-05,0.0005536954267881811,0.0001969187578652054,2161306,2024-06-11
129,0.00022134609753265977,0.00013097040937282145,-0.00013823123299516737,0.0006335044745355844,0.00020781664352398366,2161306,2024-06-12
131,0.00017404634854756296,0.0001640203408896923,-0.00023140024859458208,0.0005884054698981345,0.00016799633158370852,2161306,2024-06-13
27,0.00021015039237681776,0.0001934094907483086,-9.437162952963263e-05,0.0005544271552935243,0.00019014593272004277,2161306,2024-06-14
0,,,,,,2161306,2024-06-15
85,0.00031569250859320164,0.00012214596790727228,8.035783685045317e-05,0.0005704356008209288,0.00030421061092056334,2161306,2024-06-16
155,0.0002997732372023165,0.0001275227259611711,-1.778399382601492e-05,0.000623292988166213,0.00029941683169454336,2161306,2024-06-17
92,0.0003560209588613361,0.00015120036550797522,-2.330145434825681e-06,0.0007304719183593988,0.00037030462408438325,2161306,2024-06-18
156,0.00030715917819179595,0.00013818597653880715,5.4137693950906396e-05,0.0007108766585588455,0.0002752586151473224,2161306,2024-06-19
93,0.0003809087793342769,0.00022427299700211734,-8.854951738612726e-05,0.0008998516132123768,0.0004037966427858919,2161306,2024-06-20
5,0.00047637318493798375,0.0002532486105337739,0.00012061792222084478,0.0007876579184085131,0.0005060997791588306,2161306,2024-06-21
56,0.00030116556445136666,0.00015366653678938746,-0.00014627230120822787,0.0006243903189897537,0.00029423393425531685,2161306,2024-06-22
12,0.00027881658752448857,0.00017312070121988654,-5.682806295226328e-05,0.0005646946956403553,0.0002520777634344995,2161306,2024-06-23
0,,,,,,2161306,2024-06-24
0,,,,,,2161306,2024-06-25
0,,,,,,2161306,2024-06-26
98,0.0001562112884130329,0.00010230298357782885,-3.918805668945424e-05,0.0005457530496641994,0.00013440739712677896,2161306,2024-06-27
62,0.0002797547203954309,0.0001287145569222048,-4.006312883575447e-05,0.0006987233646214008,0.00026631844229996204,2161306,2024-06-28
64,0.0004136164498049766,0.00017969045438803732,0.00015699166397098452,0.0008465231512673199,0.0003835676470771432,2161306,2024-06-29
3,0.00042495629168115556,9.494487312622368e-05,0.0003578200994525105,0.0005592285888269544,0.0003578200994525105,2161306,2024-06-30
0,,,,,,2161306,2024-07-01
8,0.0004164101555943489,0.00012458970013540238,0.00018016314425040036,0.0005656190332956612,0.00046112394193187356,2161306,2024-07-02
0,,,,,,2161306,2024-07-03
57,0.00023746860097162426,0.00011781181092374027,7.165347051341087e-05,0.0005486630834639072,0.00022778792481403798,2161306,2024-07-04
151,0.00018538482254371047,0.00010029593977378681,4.216107754473342e-06,0.00046930270036682487,0.00019019059254787862,2161306,2024-07-05
63,0.0001567550061736256,0.00011862564133480191,-7.454625301761553e-05,0.00046636915067210793,0.00014978941180743277,2161306,2024-07-06
109,0.00020946396398358047,0.00012568266538437456,-5.3318119171308354e-05,0.0006874907412566245,0.00017836863116826862,2161306,2024-07-07
79,0.00021380942780524492,0.0001445439993403852,-7.285965693881735e-05,0.0008516419911757112,0.00019941505161114037,2161306,2024-07-08
50,0.0002049430040642619,8.923156565288082e-05,3.226424814783968e-05,0.0004509862919803709,0.00018342684779781848,2161306,2024-07-09
6,0.0002793039020616561,0.00021667922555934638,3.712843681569211e-05,0.0005318576004356146,0.0002641990140546113,2161306,2024-07-10
126,0.0002790505241136998,0.00015478962450288236,-2.724742444115691e-05,0.0006759752286598086,0.0002455700596328825,2161306,2024-07-11
119,0.00021463472512550652,0.00010580025991657749,-1.4393727724382188e-05,0.0004887435934506357,0.00020786200184375048,2161306,2024-07-12
83,0.00019378727301955223,0.00010591903992462903,-6.50433503324166e-05,0.000491665443405509,0.00019074718875344843,2161306,2024-07-13
18,0.0002860472013708204,0.00016353980754502118,4.786615591001464e-06,0.0005727187381125987,0.00031321903225034475,2161306,2024-07-14
53,0.00017410796135663986,0.0001330975501332432,-0.00010253678192384541,0.0005747377290390432,0.00017099999240599573,2161306,2024-07-15
54,0.00021376767836045474,0.00011418373469496146,2.591374322946649e-05,0.00043755938531830907,0.00020458917424548417,2161306,2024-07-16
0,,,,,,2161306,2024-07-17
0,,,,,,2161306,2024-07-18
40,0.00012763570703100413,7.571557216579095e-05,-1.523890568932984e-05,0.00037035663262940943,0.00010755773109849542,2161306,2024-07-19
7,0.00015960936434566975,4.601214823196642e-05,0.00010565782577032223,0.00023193572997115552,0.00016665214207023382,2161306,2024-07-20
135,0.00021366104192566127,0.00010995853517670184,-1.2783505098923342e-06,0.00044295331463217735,0.0002290212723892182,2161306,2024-07-21
0,,,,,,2161306,2024-07-22
0,,,,,,2161306,2024-07-23
33,0.00016129841969814152,9.783923451323062e-05,-0.00012362901179585606,0.0003767510352190584,0.000163143893587403,2161306,2024-07-24
33,0.00020093568309675902,0.00012316042557358742,-7.420495967380702e-05,0.0005032173939980567,0.00020372361177578568,2161306,2024-07-25
156,0.0002223289047833532,0.00014621950685977936,-0.00013540023064706475,0.0009262646199204028,0.00021152090630494058,2161306,2024-07-26
100,0.0003956241125706583,0.0002949295158032328,-0.0006338614621199667,0.001315914443694055,0.0004045108798891306,2161306,2024-07-27
2,0.0004390683607198298,0.0,0.0004390683607198298,0.0004390683607198298,0.0004390683607198298,2161306,2024-07-28
0,,,,,,2161306,2024-07-29
0,,,,,,2161306,2024-07-30
0,,,,,,2161306,2024-07-31
0,,,,,,2161306,2024-08-01
0,,,,,,2161306,2024-08-02
11,8.47730552777648e-05,7.162509427871555e-05,-7.76942033553496e-05,0.00019884883658960462,7.981620001373813e-05,2161306,2024-08-03
135,0.00012648302072193474,0.0001078789500752464,-0.00019614430493675172,0.0004223466385155916,0.00012117650476284325,2161306,2024-08-04
68,0.00018506388005334884,0.00013365191989578307,-0.00012203564983792603,0.0007622172706760466,0.00016592479369137436,2161306,2024-08-05
133,0.0002789405407384038,0.00011207214265596122,2.5030514734680764e-05,0.000608231290243566,0.00025234761415049434,2161306,2024-08-06
32,0.0002920636034104973,0.00020523162675090134,-8.87136920937337e-05,0.0006519709131680429,0.00030996662098914385,2161306,2024-08-07
133,0.000224183764657937,0.00011069119500461966,5.168146162759513e-05,0.0005245745996944606,0.00020397432672325522,2161306,2024-08-08
156,0.00023446428531315178,0.00013092398876324296,-0.00012552057160064578,0.0006671788869425654,0.00022556714247912169,2161306,2024-08-09
154,0.0002381243248237297,0.00010867531091207638,-6.406007287296234e-06,0.0006744632846675813,0.00023076469369698316,2161306,2024-08-10
2,0.00025304770679213107,0.0,0.00025304770679213107,0.00025304770679213107,0.00025304770679213107,2161306,2024-08-11
26,0.0003057579160667956,0.0001449254050385207,1.5851006537559442e-05,0.0006567754317075014,0.0003152136050630361,2161306,2024-08-12
28,0.00015909610374365002,9.085089550353587e-05,-4.178056042292155e-05,0.00028428356745280325,0.00017687717627268285,2161306,2024-08-13
3,0.00014664458285551518,8.859235822455958e-05,8.400031219935045e-05,0.0002719330950640142,8.400031219935045e-05,2161306,2024-08-14
42,0.00015318302030209452,0.00013048383698333055,-0.00013510204735212028,0.0004604752757586539,0.0001712089142529294,2161306,2024-08-15
80,0.0002435394562780857,9.053816756932065e-05,-1.1196296327398159e-05,0.0004687923064921051,0.00023269301163963974,2161306,2024-08-16
45,0.0002968520566355437,8.783361408859491e-05,0.00011170015932293609,0.00041557539952918887,0.00032870101858861744,2161306,2024-08-17
35,0.00023893863544799387,0.00020234612748026848,-0.00013501245121005923,0.0008564226445741951,0.00022848069784231484,2161306,2024-08-18
55,0.0003024869365617633,0.00014786281099077314,1.3574136573879514e-05,0.0007970252190716565,0.00024669969570823014,2161306,2024-08-19
79,0.000257224019151181,0.0001062166629708372,4.4601027184398845e-05,0.0005951556377112865,0.00025478441966697574,2161306,2024-08-20
29,0.0002807934070006013,0.00013727691839449108,7.547754194092704e-06,0.0005318119656294584,0.00030980154406279325,2161306,2024-08-21
79,0.0002529903140384704,0.00013016255979891866,4.094426185474731e-05,0.00062604492995888,0.00024692146689631045,2161306,2024-08-22
0,,,,,,2161306,2024-08-23
65,0.0002171140949940309,0.00014860971714369953,2.5753093723324127e-05,0.0008189666550606489,0.00018768593145068735,2161306,2024-08-24
0,,,,,,2161306,2024-08-29
156,0.00025383601314388216,0.00011207744682906196,-9.352848792332225e-06,0.000712681096047163,0.00025676796212792397,2161306,2024-08-30
153,0.00024396281514782459,0.00010744668543338776,-5.418898581410758e-05,0.0005810149013996124,0.00024276605108752847,2161306,2024-08-31
156,0.00022690814512316138,0.00012033623352181166,2.2920905394130386e-05,0.0006161072524264455,0.00020748682436533272,2161306,2024-09-03
156,0.0002199780137743801,0.00010202950215898454,-4.91497376060579e-05,0.0004962606471963227,0.00023232027888298035,2161306,2024-09-04
148,0.0002482456329744309,0.000125511855003424,-3.5812259739032015e-05,0.0006035660044290125,0.0002580901491455734,2161306,2024-09-05
108,0.0003094977873843163,0.00013559091894421726,3.225383261451498e-05,0.0006906646303832531,0.0002857182116713375,2161306,2024-09-06
