hcho_valid_pixels,hcho_mean,hcho_std,hcho_min,hcho_max,hcho_median,location_id,date
0,,,,,,4946811,2024-02-06
0,,,,,,4946811,2024-02-07
0,,,,,,4946811,2024-02-08
0,,,,,,4946811,2024-02-09
145,0.0001634004438528791,9.980717004509643e-05,-0.00011511958291521296,0.0004265956813469529,0.00015776735381223261,4946811,2024-02-10
156,0.0001931800361489877,0.00010316036059521139,-0.00011398558126529679,0.0004641761479433626,0.00019869828247465193,4946811,2024-02-11
156,0.00020319812756497413,0.00010765081242425367,-8.836171764414757e-05,0.00043980113696306944,0.00020657756249420345,4946811,2024-02-12
104,0.00011662730685202405,7.888774416642264e-05,-0.00012770410103257746,0.00028299447149038315,0.000104742735857144,4946811,2024-02-13
0,,,,,,4946811,2024-02-14
0,,,,,,4946811,2024-02-15
32,0.00014421824016608298,5.96974823565688e-05,6.380764716595877e-07,0.00030585736385546625,0.0001388844393659383,4946811,2024-02-16
17,0.0001450496492907405,7.63348289183341e-05,3.412567821214907e-05,0.00029353058198466897,0.00016304364544339478,4946811,2024-02-17
59,0.0002210845850640908,0.00027473847148939967,-0.00027603813214227557,0.0009661804069764912,0.00017590553034096956,4946811,2024-02-18
20,0.00020311071421019733,0.00013880032929591835,6.462523015215993e-05,0.0005505740409716964,0.00017767770623322576,4946811,2024-02-19
14,0.00021686255058739334,0.00014347468095365912,9.1056979727e-05,0.0005473865894600749,0.00015191333659458905,4946811,2024-02-20
21,0.00019251623598393053,8.318005711771548e-05,6.964512431295589e-05,0.00037931062979623675,0.00017859559739008546,4946811,2024-02-21
0,,,,,,4946811,2024-02-22
0,,,,,,4946811,2024-02-23
0,,,,,,4946811,2024-02-24
0,,,,,,4946811,2024-02-25
0,,,,,,4946811,2024-02-26
0,,,,,,4946811,2024-02-27
0,,,,,,4946811,2024-02-28
0,,,,,,4946811,2024-02-29
0,,,,,,4946811,2024-03-01
52,0.00012368106399662793,7.066778925945982e-05,-1.9548475393094122e-05,0.0003382386057637632,0.00012819975381717086,4946811,2024-03-02
7,0.00017227140779141337,3.474144250503741e-05,0.00011611263471422717,0.00023012567544355989,0.00016709166811779141,4946811,2024-03-03
1,0.0003587007231544703,0.0,0.0003587007231544703,0.0003587007231544703,0.0003587007231544703,4946811,2024-03-04
147,0.0002865451097022742,0.00017744112119544297,-0.00012642433284781873,0.0007072114385664463,0.00030880424310453236,4946811,2024-03-05
110,0.0002695544681046158,9.53953349380754e-05,7.125377305783331e-05,0.0004944616230204701,0.00027310551377013326,4946811,2024-03-06
15,0.00013203585695009679,4.346568675828166e-05,3.903028118656948e-05,0.0001936643966473639,0.0001469449489377439,4946811,2024-03-07
0,,,,,,4946811,2024-03-08
0,,,,,,4946811,2024-03-09
0,,,,,,4946811,2024-03-10
146,0.00021850761550012976,0.00011787642142735422,-5.1479444664437324e-05,0.000663272337988019,0.000225143987336196,4946811,2024-03-11
0,,,,,,4946811,2024-03-15
1,0.00017385608225595206,0.0,0.00017385608225595206,0.00017385608225595206,0.00017385608225595206,4946811,2024-03-16
0,,,,,,4946811,2024-03-17
0,,,,,,4946811,2024-03-18
0,,,,,,4946811,2024-03-19
