hcho_valid_pixels,hcho_mean,hcho_std,hcho_min,hcho_max,hcho_median,location_id,date
0,,,,,,4946812,2024-02-06
0,,,,,,4946812,2024-02-07
0,,,,,,4946812,2024-02-08
0,,,,,,4946812,2024-02-09
133,0.00015174839063547552,0.00010521303192945197,-0.00011511958291521296,0.00035928739816881716,0.00014151934010442346,4946812,2024-02-10
156,0.00020255279378034174,0.0001098795110010542,-0.00011398558126529679,0.000466808705823496,0.00020958203822374344,4946812,2024-02-11
156,0.00020412971207406372,9.946903446689248e-05,-2.138064337486867e-05,0.00042388125439174473,0.00020692525140475482,4946812,2024-02-12
126,0.00011483919661259279,8.284889918286353e-05,-0.00012770410103257746,0.00038155537913553417,0.00010567708523012698,4946812,2024-02-13
0,,,,,,4946812,2024-02-14
0,,,,,,4946812,2024-02-15
22,0.00015007615729700774,7.398574234684929e-05,-1.328617429408041e-07,0.0002951719216071069,0.00015140017785597593,4946812,2024-02-16
26,0.00013531737204175442,6.672178278677166e-05,3.412567821214907e-05,0.00029353058198466897,0.00013379528536461294,4946812,2024-02-17
83,0.0002280866028741002,0.000266519607976079,-0.00027603813214227557,0.0009661804069764912,0.00021845089213456959,4946812,2024-02-18
44,0.0002788320416584611,0.00014100843691267073,6.462523015215993e-05,0.0005716720479540527,0.0002465542929712683,4946812,2024-02-19
38,0.00018901102885138243,0.00013718086120206863,-0.0001771993120200932,0.000578682404011488,0.0001577625807840377,4946812,2024-02-20
47,0.00020142443827353418,8.468871237710118e-05,1.3558415048464667e-05,0.0004213814972899854,0.00019135801994707435,4946812,2024-02-21
0,,,,,,4946812,2024-02-22
0,,,,,,4946812,2024-02-23
0,,,,,,4946812,2024-02-24
0,,,,,,4946812,2024-02-25
0,,,,,,4946812,2024-02-26
0,,,,,,4946812,2024-02-27
0,,,,,,4946812,2024-02-28
0,,,,,,4946812,2024-02-29
0,,,,,,4946812,2024-03-01
41,0.00013833536650054157,7.27461592759937e-05,1.1354839443811215e-05,0.0003382386057637632,0.00013208969903644174,4946812,2024-03-02
6,0.00016604096163064241,2.231781581940595e-05,0.00013658431998919696,0.00020635819237213582,0.00016164685075636953,4946812,2024-03-03
6,0.0003329958126414567,2.652599687280599e-05,0.00028027474763803184,0.0003587007231544703,0.0003379088011570275,4946812,2024-03-04
146,0.00028840615414083004,0.00019375090778339654,-0.00013706776371691376,0.0007719696732237935,0.00030941219301894307,4946812,2024-03-05
94,0.0002594538382254541,8.879626693669707e-05,8.89464354258962e-05,0.0004944616230204701,0.0002473272033967078,4946812,2024-03-06
14,0.0001340060553047806,5.374937245505862e-05,3.903028118656948e-05,0.0002660885511431843,0.00014247786020860076,4946812,2024-03-07
0,,,,,,4946812,2024-03-08
0,,,,,,4946812,2024-03-09
0,,,,,,4946812,2024-03-10
145,0.00022126476687844843,0.00012228933337610215,-5.1479444664437324e-05,0.000663272337988019,0.00022015742433723062,4946812,2024-03-11
0,,,,,,4946812,2024-03-15
3,0.00017385608225595206,0.0,0.00017385608225595206,0.00017385608225595206,0.00017385608225595206,4946812,2024-03-16
0,,,,,,4946812,2024-03-17
0,,,,,,4946812,2024-03-18
0,,,,,,4946812,2024-03-19
0,,,,,,4946812,2024-03-20
141,0.00017326988745480776,0.00011927337618544698,-0.00013368607324082404,0.00045998708810657263,0.0001703890593489632,4946812,2024-03-21
0,,,,,,4946812,2024-03-22
0,,,,,,4946812,2024-03-23
0,,,,,,4946812,2024-03-24
137,0.00020121085981372744,7.490108691854402e-05,6.48570348857902e-05,0.0004442962817847729,0.00019509095000103116,4946812,2024-03-25
12,0.00012398605758789927,9.398825204698369e-05,-4.974578587280121e-06,0.00024028593907132745,8.819712820695713e-05,4946812,2024-03-26
58,0.000283997505903244,0.00013594723714049906,4.391171387396753e-05,0.000519412278663367,0.0003033962566405535,4946812,2024-03-27
0,,,,,,4946812,2024-03-28
2,0.00011732350685633719,4.7748868382768705e-05,6.957463483558968e-05,0.0001650723716011271,0.00011732350685633719,4946812,2024-03-29
18,0.0002360996586503461,9.340258111478761e-05,9.845498425420374e-06,0.0003825695894192904,0.00024418963585048914,4946812,2024-03-30
156,0.0004293516103643924,0.0001819842291297391,0.00017200432193931192,0.0009438704000785947,0.00039925039163790643,4946812,2024-03-31
156,0.0004417868913151324,0.00021764067059848458,-1.916845576488413e-05,0.001043948926962912,0.00043469519005157053,4946812,2024-04-01
156,0.0005086996825411916,0.00014080818800721318,3.5445747926132753e-05,0.0008703643688932061,0.0005281176418066025,4946812,2024-04-02
156,0.00057531229685992,0.00014034689229447395,0.00023161902208812535,0.000971482542809099,0.0005781651707366109,4946812,2024-04-03
55,0.0003125965013168752,7.839149475330487e-05,0.00014824181562289596,0.000728475337382406,0.0003165242960676551,4946812,2024-04-04
8,0.00046780379489064217,4.667026223614812e-05,0.00039341486990451813,0.0005472740740515292,0.00047473300946876407,4946812,2024-04-05
29,0.00027679913910105824,9.97393872239627e-05,8.050012547755614e-05,0.00044615723891183734,0.000296364858513698,4946812,2024-04-06
0,,,,,,4946812,2024-04-07
0,,,,,,4946812,2024-04-08
0,,,,,,4946812,2024-04-09
0,,,,,,4946812,2024-04-10
9,0.00021447573089972138,1.4148012269288301e-05,0.00019686481391545385,0.00023622679873369634,0.0002073879586532712,4946812,2024-04-11
28,0.0002072822826448828,4.68723701487761e-05,0.00014894922787789255,0.0002936094824690372,0.00019043807697016746,4946812,2024-04-12
16,0.00013581663370132446,0.00011681948672048748,-0.00027654110454022884,0.00022781708685215563,0.00015024791355244815,4946812,2024-04-13
7,0.00029347086092457175,6.246928387554362e-05,0.00021347278379835188,0.0003855334362015128,0.0002668442903086543,4946812,2024-04-14
0,,,,,,4946812,2024-04-15
156,0.0002654420677572489,0.0001081732043530792,-4.680170968640596e-05,0.0005922357668168843,0.0002764234959613532,4946812,2024-04-16
38,0.00021525229385588318,8.682951738592237e-05,3.399519846425392e-05,0.0004726233601104468,0.00020129108452238142,4946812,2024-04-17
156,0.00035241441219113767,0.0001100415684049949,-1.012558368529426e-05,0.0005772910080850124,0.0003556698211468756,4946812,2024-04-18
58,0.0004071491421200335,0.00015169268590398133,0.00010001109330914915,0.0008686336223036051,0.00038730143569409847,4946812,2024-04-19
156,0.00039806851418688893,0.00010806225327542052,9.68497697613202e-05,0.0007037236937321723,0.00038618239341303706,4946812,2024-04-20
156,0.00033681647619232535,0.00011762103531509638,7.409494719468057e-05,0.0006115306750871241,0.00033978663850575686,4946812,2024-04-26
156,0.00032864444074220955,0.00012000715651083738,6.136592128314078e-05,0.0006119267200119793,0.0003417949192225933,4946812,2024-04-27
156,0.0004363293992355466,0.00013754217070527375,6.883246533107013e-05,0.0007668119505979121,0.00043639520299620926,4946812,2024-04-28
156,0.0005025920690968633,0.00012186227104393765,0.00024398717505391687,0.0007938090129755437,0.000500267487950623,4946812,2024-04-29
156,0.0005981727153994143,0.00012759180390276015,0.00027320272056385875,0.0009197906474582851,0.0006005596369504929,4946812,2024-04-30
0,,,,,,4946812,2024-05-01
0,,,,,,4946812,2024-05-02
0,,,,,,4946812,2024-05-03
153,0.00023298023734241724,0.00011325271771056578,3.22691812471021e-05,0.0006034407997503877,0.0002029731112997979,4946812,2024-05-04
15,0.0002507026947569102,5.704615614376962e-05,0.00012526681530289352,0.00032866746187210083,0.00026556316879577935,4946812,2024-05-05
26,0.0001599918323336169,7.201023981906474e-05,5.299907934386283e-05,0.00030237421742640436,0.00015449177590198815,4946812,2024-05-06
0,,,,,,4946812,2024-05-07
18,7.916146569186822e-05,0.00013653187488671392,-0.00011065108992625028,0.00037125544622540474,5.163531022844836e-05,4946812,2024-05-08
43,0.00010982956155203283,4.9591457354836166e-05,1.0293154446117114e-05,0.00022427484509535134,0.00010292656224919483,4946812,2024-05-09
61,0.00018424427253194153,9.13294279598631e-05,4.180931864539161e-05,0.00046865397598594427,0.00016953362501226366,4946812,2024-05-10
100,0.00022521197388414294,9.639398922445253e-05,-8.433160473941825e-06,0.00047332202666439116,0.00020279042655602098,4946812,2024-05-11
75,0.00023539944959338754,0.00010192233457928523,-5.749202955485089e-06,0.0005983582232147455,0.00020600463903974742,4946812,2024-05-12
0,,,,,,4946812,2024-05-13
110,0.0001885896344901994,6.883100286358967e-05,4.4301235902821645e-05,0.00038639921694993973,0.00018336928042117506,4946812,2024-05-14
0,,,,,,4946812,2024-05-15
18,0.00015038851415738463,0.0001147789807873778,-0.00010787646897369996,0.00033036741660907865,0.000167522783158347,4946812,2024-05-16
10,0.0001728080678731203,4.762822936754674e-05,8.638787403469905e-05,0.0002349163987673819,0.00015960635209921747,4946812,2024-05-17
1,0.00045398061047308147,0.0,0.00045398061047308147,0.00045398061047308147,0.00045398061047308147,4946812,2024-05-18
23,0.00041385990334674716,0.00020970568584743887,-0.00021662903600372374,0.0006846446194685996,0.00039272932917810977,4946812,2024-05-19
0,,,,,,4946812,2024-05-20
72,0.0002585268812254071,0.00011903389531653374,5.8681955124484375e-05,0.0005391780287027359,0.00022161603556014597,4946812,2024-05-21
45,0.00022756592079531401,8.886365685611963e-05,0.0001048207632265985,0.0004255782696418464,0.0001941257214639336,4946812,2024-05-22
2,0.00013179580855648965,0.0,0.00013179580855648965,0.00013179580855648965,0.00013179580855648965,4946812,2024-05-23
78,0.00016602493997197598,8.788384002400562e-05,-4.1776169382501394e-05,0.000394323404179886,0.0001602660195203498,4946812,2024-05-24
0,,,,,,4946812,2024-05-25
105,0.00014401381486095488,0.00014224808546714485,-0.00020637430134229362,0.0005343130324035883,0.00014369055861607194,4946812,2024-05-26
136,0.00020958567620255053,0.00011176785483257845,-0.00015916254778858274,0.0005204925546422601,0.00021669607667718083,4946812,2024-06-02
107,0.0002651101676747203,0.00014070927863940597,5.199368024477735e-05,0.0007039104821160436,0.00023887766292318702,4946812,2024-06-03
6,0.000239228131249547,0.0002023389097303152,-0.000105699771665968,0.00048052880447357893,0.00021883525187149644,4946812,2024-06-04
0,,,,,,4946812,2024-06-05
1,2.282215064042248e-05,0.0,2.282215064042248e-05,2.282215064042248e-05,2.282215064042248e-05,4946812,2024-06-06
8,0.000141959244501777,0.00010759936412796378,-5.273616625345312e-05,0.0003268143336754292,0.0001754738186718896,4946812,2024-06-07
0,,,,,,4946812,2024-06-08
0,,,,,,4946812,2024-06-09
0,,,,,,4946812,2024-06-10
83,0.00022169297153595835,0.00013037282042205334,-5.706316733267158e-05,0.0005733531434088945,0.00022062280913814902,4946812,2024-06-11
125,0.00021945433400105685,0.00013459596084430814,-0.00013823123299516737,0.0006335044745355844,0.00020583983859978616,4946812,2024-06-12
128,0.00016057449101936072,0.00016806520579848439,-0.00023140024859458208,0.0005525960004888475,0.00015994887507986277,4946812,2024-06-13
17,0.00027008733013644814,0.00020601869618985802,-9.437162952963263e-05,0.0005544271552935243,0.00028558558551594615,4946812,2024-06-14
0,,,,,,4946812,2024-06-15
98,0.0003075449203606695,0.00011825657566078007,8.035783685045317e-05,0.0005704356008209288,0.00029974174685776234,4946812,2024-06-16
155,0.0002962092403322458,0.00012972165131941438,-1.778399382601492e-05,0.0006349291070364416,0.0003021260490640998,4946812,2024-06-17
99,0.0003640378126874566,0.00014989564078859985,-2.330145434825681e-06,0.0007304719183593988,0.00037172817974351346,4946812,2024-06-18
156,0.00030964190955273807,0.00013501982903108,5.4137693950906396e-05,0.0007108766585588455,0.0002764450036920607,4946812,2024-06-19
72,0.00039674906292930245,0.00022770368377678096,-8.854951738612726e-05,0.0008998516132123768,0.00043129033292643726,4946812,2024-06-20
4,0.0005422465037554502,0.0002569550706539303,0.00012061792222084478,0.0007876579184085131,0.0006303551490418613,4946812,2024-06-21
73,0.00028351182118058205,0.00014293179265223444,-0.00014627230120822787,0.0006243903189897537,0.00028554105665534735,4946812,2024-06-22
17,0.0002628990914672613,0.00014651897072326392,-5.682806295226328e-05,0.0005646946956403553,0.0002382632519584149,4946812,2024-06-23
0,,,,,,4946812,2024-06-24
0,,,,,,4946812,2024-06-25
0,,,,,,4946812,2024-06-26
87,0.00014608631317969412,9.978274465538561e-05,-7.119553629308939e-05,0.0005457530496641994,0.0001250363129656762,4946812,2024-06-27
43,0.00027361002867110074,0.00013863279309589416,3.6344830732559785e-05,0.0006987233646214008,0.0002653386618476361,4946812,2024-06-28
68,0.0004044177767354995,0.0001883821387309581,-1.3919073353463318e-05,0.0008465231512673199,0.00038946978747844696,4946812,2024-06-29
5,0.00043838348938152194,9.86696031759493e-05,0.0003578200994525105,0.0005592285888269544,0.0003578200994525105,4946812,2024-06-30
0,,,,,,4946812,2024-07-01
7,0.00040547337266616523,0.00012954999692738056,0.00018016314425040036,0.0005656190332956612,0.0004599180247168988,4946812,2024-07-02
0,,,,,,4946812,2024-07-03
46,0.00022587414423469454,0.00011808943963842466,6.405544991139323e-05,0.000606141344178468,0.00020100997062399983,4946812,2024-07-04
146,0.00018908194033429027,9.670976578490809e-05,4.216107754473342e-06,0.00046930270036682487,0.00018909819482360035,4946812,2024-07-05
73,0.00015950672968756407,0.00014280977484304458,-9.6301177109126e-05,0.000525413197465241,0.00015081359015312046,4946812,2024-07-06
